"Uniprot_ID","Gene_names","Protein_names","pVal","phase","peak.shape","period","X1.KO1","X2.KO1","X3.KO1","X4.KO1","X5.KO1","X6.KO1","X7.KO1","X8.KO1","X9.KO2","X10.KO2","X11.KO2","missing_data","X13.KO2","X14.KO2","X15.KO2","X16.KO2","X17.KO3","X18.KO3","X19.KO3","X20.KO3","X21.KO3","X22.KO3","X23.KO3","X24.KO3"
"A0A087WNV1","Agfg1","Arf-GAP domain and FG repeat-containing protein 1",0.256853227854302,9,15,24,130602.387366952,127353.184351346,136742.120201524,124034.102907872,135432.723209263,131487.251286764,133732.786245791,130059.69605067,143421.670889482,116670.121351238,151475.05614919,148309.301535928,145288.744506279,130658.54679577,147596.593583002,111750.281709951,146032.522501427,163730.241092142,148589.512095008,151079.168022605,132090.951589255,133819.150203893,141626.878101607,139240.961806649
"A0A087WRP7","Ly6c1","Lymphocyte antigen 6C1;Lymphocyte antigen 6C2",0.761730943262115,24,15,24,27497.2645785802,26653.5290977213,22656.3571649755,24312.4248358963,21204.5356407318,22587.2049496707,23233.4703902955,22616.9182150133,27394.3851692223,35141.3144721288,31076.7475217561,30141.0414158512,29248.2515438773,29966.7571047606,30730.0360796026,30795.7215186054,29676.1086183765,27374.5309024719,28262.9768930804,31046.6352524523,30478.6642164987,29555.0290496559,30240.1020036716,30111.0883521156
"A0A087WPB2","Mdfic","MyoD family inhibitor domain-containing protein",0.770001623629411,24,12,24,12430.226778966,12908.9339408477,10989.752154147,11515.5522562079,10795.78290867,10774.9263373058,13041.4478326189,12178.9715348068,15216.9051021079,17076.8349372642,12851.5464204746,13930.8559692905,14960.6629010043,15640.201724333,14597.8130984798,17693.0189625244,13809.0642184933,16395.3533158729,15369.6981073771,14278.4917025635,15421.5289427217,14179.6683704778,14859.9109309488,16421.9055472528
"A0A087WQS0","Tns1","",0.309380629619226,21,12,24,804382.814938278,832320.834112154,825940.795205042,810052.443191556,836409.324440548,858711.062617221,841576.917826482,865689.297949242,853059.594714924,854158.974817843,832076.431481409,848708.075837586,864576.908521017,891657.713308662,894261.812363067,888729.532220834,875055.498482909,889998.757115896,882061.985345022,882878.781702562,864823.8662223,858486.669042652,871236.574160949,854235.110521314
"A0A087WQS2","Bzw1","Basic leucine zipper and W2 domain-containing protein 1",0.295963088161645,3,18,24,1309608.62598789,1271628.29353525,1242388.23675242,1233552.01132229,1240730.94175828,1243760.97916905,1254883.04514478,1212113.78316586,1226718.50746009,1273727.13829108,1183524.74280511,1194757.74400966,1205475.542733,1179280.28324445,1146337.03572328,1184232.30636847,1208987.38586016,1200498.50049464,1171107.17508547,1170621.36700254,1189988.8282675,1154892.81655822,1186916.48808874,1140260.68409477
"A0A087WQV4","Mturn","Maturin",0.656383290817527,24,15,24,14163.0850094627,14632.3099975934,13827.871140762,14882.1022067514,14180.5130212583,14055.8622681245,16848.8397639047,15682.3413383108,20134.7436859414,18269.6298425456,17594.020073218,17639.8615935136,17683.6005888857,18345.0043642307,20829.7790034381,18653.3601107676,18221.5046133324,19942.5414584916,19597.1957647535,18709.5891643456,17635.7126307286,18649.524660702,18133.4978223314,18686.6063079884
"A0A087WR24","Edem3","alpha-1,2-Mannosidase;ER degradation-enhancing alpha-mannosidase-like protein 3",0.84257118335018,15,12,24,168497.524858224,168635.070675927,174667.775600594,181690.807378042,183851.281582442,172908.102727916,181391.385896349,183042.267332715,175517.824926082,182157.815943726,173196.520806491,173713.029099089,174205.847698339,174570.106384272,175229.492641251,175846.514153057,172651.073914805,171796.176969547,181198.233694071,171715.937770765,177252.706132142,156251.997751536,171900.779829016,171943.829546453
"A0A087WRE7","Adhfe1","Hydroxyacid-oxoacid transhydrogenase, mitochondrial",0.939801632900072,21,15,24,22815.2918588842,24841.4594839372,24124.4998486177,20118.4657958486,23965.0507448091,23967.0511115357,25704.9102067131,25009.6715460603,23227.0980581676,22491.4281684518,23665.1972266806,23742.8781577667,23816.9962468562,21144.2412389484,26453.7218903511,23647.2387050596,30457.6192522955,32590.3366448345,30254.1572302374,31077.120981456,29131.2945236197,33231.2316794791,32716.4085044606,29867.1087356527
"A0A087WRF2","Agap1","Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",0.0658867570565467,12,12,24,145348.417553242,150282.228395067,141476.554593622,157423.900830489,145021.869580241,156274.181088099,153144.67525983,146257.205625867,140927.546668989,153192.961625769,142936.356115319,145901.889134744,148731.407749658,139194.146801442,143233.996006222,137890.382253105,151826.695084898,149559.558947976,155330.714647585,159573.10958156,146775.743842461,145972.100265329,147899.104821539,140546.117641916
"A0A087WRL6","Gm14325","",0.260909751271203,3,15,24,38572.4246120384,35531.7288511762,32787.2044531361,33694.0332319564,34129.1346103666,36571.6667972954,39685.537566132,34374.5832649919,37376.6517055086,25743.0923536744,35428.8259062838,36993.6291868676,38486.6626422664,24411.6438228476,43362.2081981265,30640.670494821,46065.7356480865,41219.1570594562,36698.9577188164,34139.8698288496,34100.6697914667,33585.2917981216,41072.6561530533,34642.7368814756
"F2Z4A3","Fat1","",0.0619425181443512,24,9,24,1044769.83062163,1061854.33291307,1032620.45392386,1063637.19770504,1048822.41602818,1080941.89497699,1152915.51153841,1166855.26619725,1153699.40213644,1194818.26541134,1103725.32546933,1111654.8951753,1119220.77454482,1170991.84340147,1164550.07423566,1174742.4849332,1162650.67102015,1168624.35670158,1125319.32617367,1112205.66390121,1146185.2923945,1088330.12206077,1144476.29385319,1136404.25063752
"Q61935","Myl3","Myosin light chain 1/3, skeletal muscle isoform;Myosin light chain 3",0.693965442258616,12,9,24,335527.870660599,353272.641979925,325409.649965546,334397.702600134,356156.448804232,323386.000392404,316404.67943201,322299.55662913,302879.889413952,342708.133461847,291105.522714825,313682.639614359,335224.255276668,408404.634536565,315746.533021266,344110.529660468,358980.57653773,347382.690894651,365834.211803881,442111.76285388,318619.615601978,483714.544412284,317834.072159862,299643.133032522
"Q8C073","Sh3bgrl2","SH3 domain-binding glutamic acid-rich-like protein;SH3 domain-binding glutamic acid-rich-like protein 2",0.147520222339687,9,18,24,134562.010824219,125206.82900334,135348.403564647,132321.892716174,133807.396431153,138676.652696816,122988.592738414,127781.287713698,113953.786706382,124511.749390327,121830.732917867,121674.240574172,121524.925764093,126027.47778033,117063.301317141,112783.581149636,105828.618269672,113480.65768977,127848.954616822,120948.315992747,130545.984295189,115328.350412458,113733.884654751,115396.68659837
"A0A087WSE3","Speg","Striated muscle-specific serine/threonine-protein kinase",0.0509859686155829,6,9,24,36255.0812462202,38893.2828454692,34556.2947484617,34348.1833832286,34985.1898256105,34745.5733547127,36368.073685677,37169.5159194864,34836.5293429023,40784.2352945973,33179.4614069072,32619.1661043756,32084.5687898363,35788.1878961383,31144.6657725811,37367.0661205872,33596.4525826061,34610.0061078011,32777.8178700074,33079.4598978826,29561.0818373178,29223.4128961721,33029.6129857807,30688.1235191098
"A0A087WSN6","Fn1","",0.151685465336679,21,18,24,152575.631707393,157377.188999856,157376.96569541,183087.206573048,159546.567269396,140677.145100109,176558.819976099,168482.022556668,165452.125882702,174949.138379048,166583.216099673,161224.479366371,156111.521513606,142804.249042727,179284.636964347,198133.232041905,159969.323692368,141883.305119543,144622.842825525,151493.609248494,148598.047810154,216985.933472346,164251.009239452,179485.227034981
"Q8C3V4","Stat1","Signal transducer and activator of transcription;Signal transducer and activator of transcription 1",0.780411727053604,9,15,24,1645652.7660299,1656900.24375769,1679646.88133805,1731369.80046285,1694198.90670927,1676538.07582915,1747666.51025854,1676817.09449017,1770137.63194487,1867380.59661893,1766389.5833575,1728178.14549203,1691719.27822103,1701526.32016274,1665766.97800901,1643983.578332,1657061.69671864,1631149.32864246,1649782.98506206,1594214.40707739,1641133.11550287,1617829.71049579,1579435.61516638,1560573.03893898
"A0A097BW18","Postn","Periostin",0.18709267936457,24,9,24,173550.549051233,185221.875330659,179051.067390615,186715.595457968,169311.894904645,182175.130488655,190797.541192786,203410.471933175,241808.345769603,250814.313707663,228964.440283875,231812.684050564,234530.292893519,242593.562360028,265808.220248371,263745.992599043,228732.640049679,239110.276484352,235337.858121015,232518.966390205,241188.2610639,237632.753001619,248734.504236821,252765.864501442
"A0A0A0MQ68","Gcdh","Glutaryl-CoA dehydrogenase, mitochondrial",0.211630532599628,21,15,24,126862.854980186,123045.993989583,126442.60584406,124336.05649127,128971.079645763,131927.585682814,131919.885019078,130921.600534483,121225.076484181,128254.290964459,123492.802274378,124988.094672098,126414.805366728,126099.357822644,129652.076761059,126150.85689279,128528.719498652,128390.60969932,132053.054589906,125137.121672093,136217.740863858,124002.431542111,129482.566245881,132796.091152425
"A0A0A0MQ73","Kmt2d","Histone-lysine N-methyltransferase;Histone-lysine N-methyltransferase 2D",0.405367471956568,18,6,24,11487.4589312551,11411.8868758498,11467.2255380953,10640.9627274815,11744.8554303969,12389.9449756983,11696.2747768476,10414.2586263243,10966.0550564383,12324.9433440308,12936.20321742,12624.0040122834,12326.1238481748,12186.2271487032,10154.3744766959,10745.8844420368,10500.2855610862,9898.52391713959,8825.46299082814,9801.49379727915,10649.9531466726,10843.1577026138,9563.62721441414,9042.19537130887
"A0A0A0MQ79","Prrc2c","Protein PRRC2C",0.873944682646486,6,12,24,1259356.28573776,1217976.55364869,1172620.1173835,1193219.85932547,1149002.69797333,1101370.55631406,1204866.00909093,1183095.40352631,1135415.65437375,1185753.46915252,1110828.9376678,1119450.6874357,1127676.99997433,1074210.65945075,1122501.56036837,1128149.8418468,1130151.58578111,1101368.09654135,1140248.25899585,1145391.90674529,1151805.59674862,1152600.65247116,1140669.60876501,1151367.60875586
"A0A0A0MQ80","Spata5","Spermatogenesis-associated protein 5",0.794795956898668,6,18,24,243069.652131482,234532.812135294,238251.493152003,224470.171896545,229211.704944009,234808.821395151,229770.313488747,223804.832122671,245209.365390239,236277.525384603,230417.424667163,232897.700876945,235264.219023848,235574.672275862,227799.194809299,226406.060634352,193803.521305949,194902.18456836,196113.23816195,191676.316309702,191693.714293925,180004.555172257,191139.998793975,188644.92825191
"A0A0A0MQ88","Pitpnc1","Cytoplasmic phosphatidylinositol transfer protein 1",0.25068172229311,15,15,24,2604.36072382607,2485.30208749298,2917.32000008968,2863.79869125804,2946.77959480331,2848.59101187095,2301.14753328733,2293.36280717849,2449.56981715618,2278.32261157368,2018.98983340028,2285.47254769885,2539.73301140699,2562.51908121386,3009.53169256817,2773.96583254013,2917.25370336197,2832.05382945973,3216.10664688815,3362.78760820905,3589.57047464284,4109.24264826688,3625.79660459138,3173.95806300127
"S4R248","Arhgap12","Rho GTPase-activating protein 12",0.44413038435227,6,18,24,235223.821751501,227627.114048254,234927.8025033,232079.025088507,234413.420857402,242048.606454281,233136.858742155,229906.257334282,250602.982769905,257596.36445653,252448.862413731,251203.287902889,250014.841764671,244287.1237518,245750.356809933,249525.66078185,250839.944670285,260550.909535426,258888.9491132,253291.574298758,248433.45861228,248062.910727367,256161.939776351,240285.368564117
"A0A0A0MQ99","Swi5","DNA repair protein SWI5 homolog",0.108130324874594,6,18,24,32578.813276248,32741.84702425,37193.3021063807,33484.3252652807,38301.200106702,32216.1998957516,32797.698934336,34892.6466225837,34146.7980564484,35239.7107550061,32212.0613033033,32863.893364224,33485.8290965501,32824.9942175284,32037.9804423027,31640.5781256242,45201.7702888874,55668.6182662511,48079.7588249134,47291.4802960939,30485.0672445194,31370.6366389508,38078.7301515004,30252.4369435911
"A0A0A0MQA5","Tuba4a","Tubulin alpha-4A chain",0.33144362460298,18,18,24,262933.007265534,252497.153287292,250543.838283442,246468.912980642,257527.172590514,257266.984510533,263439.998009566,242024.118125531,250953.163041907,253595.500403387,246522.359399856,250767.438861651,254817.817421007,280099.638477561,237433.082642123,254740.973937437,259495.95776629,246673.54279167,264147.207935463,246303.375771788,264286.186648583,255038.17251389,270224.20173627,243558.332655612
"A0A0A0MQD1","Tdrd7","Tudor domain-containing protein 7",0.225651676775094,18,12,24,238561.310999201,232414.078177497,234298.361418286,233818.615009264,238655.504221242,243978.822551336,238212.063155463,242529.352774603,233684.596449451,255887.382701489,232682.11556335,237102.139761388,241319.439202938,250179.723130377,234731.497102195,239657.360906964,234122.107535061,226843.109032209,236584.215673421,228932.409408284,238096.373428158,230401.45678767,235449.922811615,223366.868071663
"A0A0A0MQD7","Ralgapa2","Ral GTPase-activating protein subunit alpha-2",0.827609960343759,6,9,24,32395.2603813278,36450.3905794267,33028.8185627762,35666.0015438138,34959.9743592306,34952.2664112725,36293.6559369466,33942.9822005627,31819.5177464868,36441.3578710525,33151.9137829304,34061.3765050017,34929.1266479998,36633.1655470278,32798.3006771323,31173.9416458431,50443.9281752294,48643.2468065421,36700.0102644976,44452.7226482094,32395.4698680815,41889.2335831106,45862.0516716181,38174.4017375986
"A0A0A0MQE5","Camsap1","Calmodulin-regulated spectrin-associated protein 1",0.811855214251221,3,6,24,82506.8857505816,81037.8656140548,75933.5208348183,73369.2459794315,76067.944780266,80357.8087902715,77324.5378900126,79063.4411773265,74504.4430534257,83444.5433401057,72009.1352311488,72920.4383081894,73789.9443981319,76453.6704784082,72083.8014476212,74853.8031286883,72130.5323775092,69177.8052810579,65648.1714262607,72847.2645517755,67264.8123172984,65419.7060760112,71532.9327022913,70790.9033660461
"A0A0A0MQH5","Macf1","",0.90276296397569,18,9,24,20411.4820309742,21768.8069968257,22494.2306776005,21584.2770483486,20683.8789029567,23131.792619939,20980.4944160436,23323.3109719954,18785.9099016483,20573.9686373388,19957.2020043396,19466.641004178,18998.5796227615,20504.7882260157,19445.4439230117,20660.7702908424,18186.4163423291,25849.460511184,22250.4276881724,22117.0454485174,21076.9841642622,26275.4333560562,19574.6112797199,23551.7880725531
"A0A0A0MQN9","Ttc28","Tetratricopeptide repeat protein 28",0.440429297816001,6,12,24,189487.541413506,194236.540114024,183063.366019485,184811.537780163,188235.16103982,192706.842381835,196528.00559825,198758.389135656,209907.333486033,213119.539654819,200607.392067158,203561.47268791,206380.064169316,192863.845842446,200637.696609984,208368.478938036,205211.166264231,206353.357577397,202282.380206009,202167.740892724,205281.532087658,200195.180439571,201059.880771093,202470.190658993
"A0A0A6YVR9","Surf1","Surfeit locus protein 1",0.0694664732324573,24,9,24,53084.7567847903,59017.6105369379,47279.375977708,53470.5035535695,53789.4402058164,53192.6428629415,60730.6273365579,60445.6577398973,54297.3223312216,58742.5544627426,53106.8751926971,53925.989768446,54707.5355899385,52666.1917020855,55810.0055624672,55305.7493939324,56736.1767159987,63566.8547617395,48622.8962452452,56088.3161694435,53657.9127733496,55746.4870107651,49008.6916825272,64908.1284778144
"Q3V4A0","Tmco1","Transmembrane and coiled-coil domain-containing protein 1",0.938873482534717,21,12,24,59130.523049659,55752.955983357,55247.2537020379,60010.6280025914,62544.4916752482,57689.6919225461,65004.677614634,62579.8543129536,65429.8561380015,58100.0517360639,60562.344763674,61085.6157938344,61584.8869571586,51116.1685053022,67271.9883017937,59857.5647187915,65622.351181297,65605.9723021238,59252.1240334921,70940.1895069501,56170.0835259386,56938.3105652276,63488.9286250364,56057.0603756512
"A0A0A6YVU8","Gm9774","Proteasomal ubiquitin receptor ADRM1",0.25889320732937,12,15,24,249846.72063903,253904.260241037,273904.62347198,266247.175435594,253225.647033544,250482.364982044,262824.15832794,254139.623575814,269170.903821683,288044.091467573,276601.674230264,275355.642925882,274166.760944996,287033.107955161,260012.33216479,275677.768101218,270137.426318022,259658.039215682,271302.583085772,275684.559594313,288488.960453433,278278.758047303,275791.715554778,255523.78267551
"A0A0A6YWB0","Mbnl1","",0.876615991047746,18,9,24,372428.007810683,386206.317834435,372453.196532968,369310.323629583,378227.095610609,401354.25709445,357681.627608839,395800.754121124,365299.999092126,388568.58604301,373627.281488626,372399.254873442,371227.551795273,391822.781721899,378074.833329633,394468.569145805,394245.860570604,405364.621169824,397083.613471673,401019.0582587,377958.746242993,394843.042731828,381087.040843649,356487.021195481
"A0A0A6YW06","Enah","Protein enabled homolog",0.495864922110209,6,18,24,392350.88877486,410860.859414896,395682.510029147,390017.48285622,379412.134201799,371075.233904269,369176.761669053,358037.535747784,397314.462953794,370499.184640506,382962.602193022,376387.546169897,370114.055606927,384590.338973572,383185.041829355,347280.550538519,347563.880485339,345478.787380432,340935.87640684,353564.546577749,341068.931211936,334500.781652706,329761.546990423,327596.552152347
"Q921M8","Usp4","Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 4",0.466476212404194,6,15,24,531728.912319789,536445.056870411,534501.634399577,546846.217330989,529696.625523033,567864.592889244,527635.950485193,530812.445471453,522473.193009423,525494.466818107,507563.339829177,513478.231871883,519121.83692717,495089.970464138,510119.257309826,507718.627206186,530755.711986778,536594.111806203,496127.807126402,524052.631764097,519092.60936909,513707.726404204,506852.55554945,511038.903143948
"Q3TCJ0","Il18r1","Interleukin-18 receptor 1",0.474232292692851,18,15,24,8485.27741285831,9076.32923433472,8081.36748399822,11115.1842273495,8330.05430086944,10810.5470110412,8936.81525646774,10273.7187774254,8254.26411561487,9234.73384880037,6718.568864136,7732.91222726468,8700.73265249275,9362.77438810414,9271.15987186591,8904.11912334003,9737.67745270584,10019.8073591426,9598.60553064999,11833.2838401887,10331.5167749134,10036.1810183691,10150.2635333759,11246.1220588304
"A0A0A6YWG7","Rapgef2","Rap guanine nucleotide exchange factor 2",0.817439850907954,12,6,24,51725.7225993188,51732.6493905981,63232.2097132514,59116.3859889072,57119.4871193839,56442.5782119269,58769.2910408465,59665.2169916634,57529.9232594376,55143.6443783982,54622.6450968083,56112.1568403721,57533.3520110012,54081.4161705344,58485.2440561198,58162.1412047761,60854.5955965822,64356.9709105365,58758.4015831642,62459.0191090592,57336.6787630864,58389.9768293747,60231.756085951,56276.1643286416
"A0A0A6YWH2","Aif1l","Allograft inflammatory factor 1-like",0.272800697789561,9,12,24,114080.509708775,106116.241465194,112539.197398804,101764.364520523,109455.921289454,108326.756431806,96878.5926094674,102213.420665476,103744.437021541,98700.2176577804,98081.6834992581,100805.845363602,103405.063330393,103470.33161253,98603.9877206398,93808.9001963646,98847.5231243566,103136.31106121,103229.144286461,94608.0138999419,99707.6827319991,86890.9500825728,94492.9192489811,97197.3647973738
