"Phosphosite","Uniprot_ID","Protein_names","Gene_names","pVal","phase","peak.shape","period","X1.KO1","X2.KO1","X3.KO1","X4.KO1","X5.KO1","X6.KO1","X7.KO1","X8.KO1","X9.KO2","X10.KO2","X11.KO2","missing_data","X13.KO2","X14.KO2","X15.KO2","X16.KO2","X17.KO3","X18.KO3","X19.KO3","X20.KO3","X21.KO3","X22.KO3","X23.KO3","X24.KO3"
"A6X919_S46___1","A6X919","Probable C-mannosyltransferase DPY19L1","Dpy19l1",0.0103131999145614,6,9,24,11222.986772178,11856.3552715193,10013.5707104592,8576.94417500263,7948.92269910719,8916.9161140322,10635.8705690142,10309.7073532781,11595.473660374,8741.39685950241,10122.2997943627,9546.94359619678,9052.36056853334,9173.74322474082,9534.42000409352,7083.88850736333,15413.8653181028,22818.2270279004,17915.4387976786,15991.6825868018,9308.05506724764,9896.18559247722,15180.4124280576,10390.2762968775
"B2M1R6_S260___1","B2M1R6","Heterogeneous nuclear ribonucleoprotein K","Hnrnpk",0.0139869631515927,6,12,24,606384.176097813,623504.720121939,585896.338354186,576028.307312303,581066.954440285,557330.484823392,591681.859254476,597360.895933913,660882.710731214,625545.303431036,622176.373374291,617109.282165445,612126.563283383,613463.838943986,631598.008965012,609695.224242979,636917.473519681,663195.64479137,682403.033827918,650006.85596543,620978.143415609,574834.382140368,639740.13346272,585702.59493577
"B2RRE0_S598___1","B2RRE0","A-kinase anchor protein 12","Akap12",0.00264464301576056,18,15,24,50441.8206559752,57140.6320853992,49369.136641438,56370.6741786561,60568.0747291929,62017.866449508,58503.2354100638,54382.956240726,63792.0251840881,56591.330007941,56778.8115853837,58029.8977618632,59284.1038661617,58970.1952988539,63878.9136571738,66354.7224307173,56987.0380020829,58818.913679914,51555.9408022908,61465.8416111953,53107.9695171371,66202.1930880979,65627.3133925986,60426.3673397757
"B2RS09_S631___1","B2RS09","Bromodomain-containing protein 2","Brd2",0.00515767609507281,24,9,24,30307.3328349075,33060.9190940936,29307.2886557994,29766.7351863853,25283.6175856424,29177.1081122007,34912.9167586003,31133.9769560451,33760.3658276434,29792.7274085281,29018.6706372094,30567.4827850434,31972.1512416079,31075.8620020121,35770.8339755374,35201.7928901395,30469.5309881489,29522.6531787365,31786.9309101543,31919.5116723371,29446.3886480827,37412.2574215212,33056.9729674119,35936.9068244983
"B2RTE3_S209___1","B2RTE3","Pre-mRNA-splicing factor 38A","Prpf38a",0.0222848589473855,6,18,24,54536.9354880027,58515.6618313961,57668.8190384967,58247.9368583495,57273.8150580593,56821.782818697,56185.6730557726,56773.2348276913,61709.6014859221,58366.0843513467,59657.5201804314,61563.7141636087,63405.9346006504,56523.0147018531,58133.9424156727,51991.6598267011,70400.8470565532,109793.023551648,83826.8069430586,64387.8182676115,55587.998226394,53338.6532292193,67625.9424070491,54918.0968302095
"B7ZCJ0_S42___1","B7ZCJ0","Rho GTPase-activating protein 21","Arhgap21",0.0123926619541394,21,9,24,17253.7407542953,16247.3615633329,18972.8477631395,16147.4999409602,16645.6564074144,18333.2597239029,18580.2552773386,18405.6954723408,20156.526843096,13362.8842407592,17322.8206530272,18291.7079766724,19213.3861707429,18672.0318878849,22535.6049955818,20172.5537577509,16455.007843666,16938.1002745672,16478.4817013081,15361.013264341,19041.4054597242,17568.9212647185,17870.1369410789,17584.9358363167
"Q3TPY5_S178___1","Q3TPY5","Abl interactor 1","Abi1",0.0331001620235009,24,6,24,635501.846949004,645126.921390559,670662.502324282,689355.165273572,679015.140749357,660901.179627438,664909.288290341,680659.566740448,660661.451079117,696706.510343569,641946.067967096,662752.204603584,683211.747829664,686519.988841146,686587.980276846,787052.953667336,705963.851550099,634503.632134162,638371.104849904,710461.951290458,713903.929213405,999383.756941218,746292.193514676,729450.172366543
"B8X349_S203___1","B8X349","C-Jun-amino-terminal kinase-interacting protein 4","Spag9",0.008946499936907,15,12,24,27790.9411815534,31335.9207871452,31810.9288464852,33493.8569332974,33052.4871674486,32120.0459382247,35311.78509048,32782.0428143862,31252.3946833254,35113.7326530224,33503.1486236569,36289.2723303718,39039.7300568476,33762.6797546037,35623.7637778443,31368.6803404782,34214.3304332245,31756.7021250328,34272.9578998562,37080.8022961859,36810.0930062433,39723.6473954444,35095.7769003374,34033.7876134527
"B9EIX2_S360___1","B9EIX2","Centrosomal protein of 170 kDa protein B","Cep170b",0.0444239996867106,15,15,24,102775.310564701,91246.2672154916,102158.794909943,90047.2548185145,106722.285122286,79607.0983584718,106499.814375492,89969.5612449736,106330.654992686,100315.673325711,110141.954506857,111786.24716711,113411.761468227,124299.202608819,103420.202984232,107645.876400371,91800.1431195272,83316.418241941,98336.6702163624,99431.7924367388,108297.646032673,110661.481121288,99222.7347821276,107571.352430542
"D3YVW2_S356___1","D3YVW2","Golgi integral membrane protein 4","Golim4",0.0027329521220291,18,9,24,10843.4232616409,12098.7915163498,13469.7016628223,13103.5010989796,13619.3294755932,11901.1416879968,10964.4281873971,13308.2369293902,10814.8436244581,11705.9294337981,13061.350387529,12749.9417719523,12468.9705329952,13554.8310741065,11852.6698520976,13924.8085851744,11069.7582242018,11827.9792239616,11730.0782365212,13347.3544157645,12991.1290878793,14115.3265953849,11712.2814951994,12631.8530034338
"Q922J3_S1317___1","Q922J3","CAP-Gly domain-containing linker protein 1","Clip1",0.0150331168554007,24,6,24,69485.9483130714,69586.3114623204,69478.136444982,73928.4302855796,72490.704070498,72640.6075226445,69209.3592715329,73076.6070881494,73971.3810932275,66566.5958557293,72308.3864515819,74262.5669577683,76164.1874536249,69045.6294218395,80485.7201109227,82271.8900459753,77255.3397143808,68122.9940220788,72736.7879551194,77712.417026938,75302.8739741611,88772.0790842116,82613.9267943963,82921.600655445
"D3Z3U6_S102___1","D3Z3U6","Activated CDC42 kinase 1","Tnk2",0.000436314867358037,15,15,24,25180.0862565757,23087.2361112141,25891.7522331974,26851.6971203908,27243.3988659585,24094.0148586524,23199.8035165183,24602.7834454443,24619.1602555547,23211.4604024049,24322.928683691,25268.5700572445,26177.2610089903,28674.6615314771,25577.3259566516,23761.5092157849,25262.0381571918,23342.691526225,23614.2898920668,26335.670876518,28569.9800434222,29025.674971135,25779.6720052466,27737.5559751943
"D3Z4U0_S153___1","D3Z4U0","Zinc finger Ran-binding domain-containing protein 2","Zranb2",0.000626020151146879,15,12,24,614862.026684002,615126.594092942,630780.666122029,625083.211286911,643587.8531961,619573.04314153,621738.401883222,618377.899792647,612308.48135989,695304.904511378,623753.65375439,633226.202464256,642591.947669641,682264.739323953,561569.946939263,630017.739087215,574336.997151613,605776.640436861,617463.606631998,630281.46069034,656971.738567319,648980.334180603,601278.053492929,592369.167627532
"D3Z7I0_S163___1","D3Z7I0","General transcription factor 3C polypeptide 2","Gtf3c2;Gm29609",0.0132188394177487,9,9,24,22198.1737271416,20696.1692446349,24917.0017101937,20936.34553893,19317.5513473167,17656.8227079004,19588.8341938509,16883.8628061512,22848.3657904407,24340.9408979576,24390.537540008,23415.893501209,22556.5010103835,21183.7001707689,23544.8334473681,26615.3357115864,19508.8552641025,23531.7084220889,22183.062444701,22196.6221513199,21156.220940811,18651.510956467,19058.8738919552,21327.9473376452
"E9PUK6_S892___1","E9PUK6","Serine/arginine repetitive matrix protein 1","Srrm1",0.0132188394177487,24,9,24,171220.145250484,181634.915120622,171886.371673187,169606.706675311,171417.797602039,177141.800190111,183344.22107911,182088.965899839,171461.155513589,194911.422854864,153922.960947938,167027.438851875,181187.783718923,191682.236676884,195301.994667077,214701.839726949,188268.945793158,187271.00853629,181726.268312277,194793.253392706,182649.832791424,195652.887447312,185266.930260379,196858.530053641
"E9PUK6_S448___1","E9PUK6","Serine/arginine repetitive matrix protein 1","Srrm1",0.0452541277665052,6,6,24,137717.27064891,149515.000181386,139507.527793546,129879.269543302,137151.937370747,137524.99852306,139755.872294613,138003.097143312,155893.602031852,150618.15873078,134789.274436694,135060.736701672,135249.634874241,140840.861098728,144954.45180797,142927.465813902,160074.546275027,154996.478383115,167267.26157064,146507.520993879,141103.834424062,120736.455571312,147933.519190266,133034.499969954
"E9PWE8_S635___1","E9PWE8","Dihydropyrimidinase-related protein 3","Dpysl3",0.00499129944684465,3,15,24,429042.410542918,478064.231799852,395043.567714518,407177.729181393,395224.659392235,389983.750234542,401039.146309156,393985.697362148,426587.529885853,388829.95626638,400991.033803062,392086.857323128,383378.394470192,378038.850876003,412325.654573643,400242.98477524,405305.334847981,401209.615497983,394604.672202526,408176.677805394,382532.949832204,393747.685342501,397126.409741968,387488.056019664
"E9PX30_S433___1","E9PX30","Mitogen-activated protein kinase kinase kinase kinase;Mitogen-activated protein kinase kinase kinase kinase 5","Map4k5",0.0260854257690105,24,9,24,93427.9138150228,103933.317353588,94464.4144273199,102361.168523226,98155.2521387114,103953.9810716,96481.6252789503,107979.112896703,91427.587547207,99507.7770521396,95044.4741570237,95414.5697805641,95778.6879927191,98440.2354822925,98927.406940878,96754.2959071961,108094.175075504,106663.609052499,95630.4763513254,101856.622218743,95692.7607482086,104188.805468745,104033.37497559,107191.206714607
"H3BKH2_S628___1","H3BKH2","cTAGE family member 5;Melanoma inhibitory activity protein 2","Ctage5;Mia2",0.0259295674187107,24,9,24,77808.0252332295,78096.3019397816,76045.8683175716,78624.7267609036,80254.4737392907,73676.0536867491,78585.7946780603,82500.7837823963,75367.994046754,73800.5427809933,68902.8609583883,72931.0895977129,76862.5856085907,75061.7809096302,78018.2238168122,81633.8160231704,80402.2060383313,74260.3886046044,75484.0027761253,81825.040342411,78848.1719372028,86346.6958555127,78041.0149807332,81852.4180150228
"F7DBB3_S134___1","F7DBB3","","Ahnak2",0.000920028726489543,3,15,24,472287.093743669,483672.704985169,366148.919643626,385743.050121757,362984.616214919,356841.380998596,486205.961525134,411025.208381655,501311.044109727,456293.302119826,336630.496492054,338808.219241968,340912.702566733,318077.089115777,418541.406475981,383815.591756747,420033.730750071,379022.605270083,290464.583008786,312114.658345439,305250.39171244,240701.163516588,364516.059947919,342538.244148979
"E9PYB0_S252___1","E9PYB0","","Ahnak2",0.00851225497428113,15,18,24,381543.331107864,379789.889594806,380132.577598499,415532.27370212,408178.141629969,393850.682407141,389314.238459332,385180.930590761,381247.175369848,397056.712493147,385903.342837183,393535.188909296,400996.140779489,370316.944103123,408118.4191975,432963.519340097,402070.917200798,347089.892249429,354781.304904566,400725.738421042,412213.625224502,508125.042176453,407989.605020146,390258.355232407
"F7DBB3_S228___1","F7DBB3","","Ahnak2",0.00851225497428113,3,6,24,141273.823490483,97555.1824571644,110592.830328151,82283.2237354021,123573.416653535,89649.8396026373,129597.385095427,88977.0359935067,125368.965813104,119803.244220385,98221.7335418809,103353.104501866,108296.774839659,99972.1969990955,130030.70884574,133645.940556797,133171.848001605,131812.546652447,81126.1284860314,99619.3495404113,101861.490652052,93619.6332568728,131454.897184554,118536.017676175
"E9Q2I4_S456___1","E9Q2I4","","Elmsan1",0.00353050471604107,6,15,24,38721.0903895861,41540.6013690138,45681.3365963202,41458.6145542989,40195.0411513845,40744.4764377227,38642.3438371642,42017.9089287457,47538.8530483291,44952.2564731544,45860.1583632242,43216.0860863798,41136.2994228172,41829.4575734529,41620.405291204,46256.1942303367,42562.2887870346,46383.6130247288,44046.1293705349,42248.457763612,38695.5265898177,41509.1940233206,38449.5157928946,46639.2770851748
"E9Q411_S472___1","E9Q411","","Nbas",0.0262896400674099,18,15,24,18022.4476946415,17213.9607642415,19622.9044766712,21409.9734358428,19513.0102197288,23109.1271364208,22233.745379319,19182.2537716894,21188.3872343169,21486.4979593309,18206.8778778636,20570.5704475983,22814.7056307897,21708.833954247,21377.5286191988,20911.020298023,19470.385312391,23332.1969017459,20912.735335261,20315.4459964075,20628.5934697262,21751.0103494664,21711.9759558531,20851.2739869708
"E9Q616_S2566___1","E9Q616","","Ahnak",0.0402295348549664,24,9,24,257644.773827505,260217.155337853,253159.332477122,263935.287345718,262045.047365488,269072.252012191,297445.418896823,283129.924863083,300080.602126827,301859.522864591,275872.502344031,290134.459491561,304213.524602842,265885.904749174,345436.756842574,341104.144377225,335125.219722774,336059.967725973,286640.009269708,307375.562781587,289109.608977007,334339.834876505,351890.049786344,380013.156856834
"E9Q616_S1321___1","E9Q616","","Ahnak",0.0197573600376623,15,15,24,192311.025257104,189629.91441302,191716.322188991,190033.950778909,208543.254537809,189285.30405594,213170.475699601,203793.118369084,182517.484264327,198983.141646912,185377.867395836,203861.476008661,222134.310683174,231182.634453566,199315.268595077,213230.435638847,209429.208057421,206770.755582342,221202.298747732,218951.458788043,233571.993212548,236171.003505435,227126.250373933,194531.837388037
"E9Q616_S5504___1","E9Q616","","Ahnak",0.0475460726458943,21,18,24,529208.852699501,548960.192420069,553825.869997706,531354.421763805,533285.820088015,529441.036879828,550506.664640209,542022.610162211,624092.6747299,459783.276877685,511494.214194418,518967.939103492,526289.862037206,478253.056312532,668101.786469019,565072.738582508,582210.418798763,610587.878869383,519375.169392875,550547.589591983,483759.428380554,573550.666610986,553802.44836709,581992.085045351
"E9Q632_S681___1","E9Q632","RalBP1-associated Eps domain-containing protein 1","Reps1",0.0157917325905079,24,12,24,279460.514923628,263460.711042512,267327.234204734,255053.671221242,265331.116963402,257084.084343909,266046.611072436,269324.176919011,257414.368441006,274123.608539509,258788.256474811,257847.59562476,256942.713684432,277355.900285068,256994.047071046,289946.096976735,255374.187176547,243578.306984834,257707.148811991,252699.944297706,274851.556490755,260266.51894686,262190.2515835,278768.709777128
"E9Q6L0_S750___1","E9Q6L0","CLIP-associating protein 1","Clasp1",0.00547999914320111,15,15,24,112134.816902658,103047.919091666,111352.467229489,112847.454010709,114241.135107013,110745.607031083,117030.114732182,115702.363408579,111661.312127551,101466.331369604,115850.877773451,114364.839284053,112994.744742709,109108.045638566,116293.731114005,110217.653289745,109831.739167185,108432.269024563,118814.535552274,120275.695761118,119916.094849875,125130.082729501,117466.798576062,113398.395244812
"Q9QZQ1-2_S1092___1","Q9QZQ1-2","Afadin","Mllt4",0.0491728890752715,21,12,24,38880.1050581486,41994.1773681104,39248.5106473876,43446.4834062772,43455.9249856566,38121.4025476858,47082.9871054473,43572.8294182992,48044.9771751493,46619.3866337163,45107.163335,46719.0565967406,48250.4386390936,45180.8584267619,57666.8233388142,51771.7036859588,49869.4203829832,46095.0856389528,46230.239231739,53176.4053419858,52722.0599988185,55837.2140700037,54136.3318163408,51224.3480230652
"E9Q9J4_S38___1","E9Q9J4","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2","Ppip5k2",0.00129719689501329,21,9,24,72422.7698948509,74769.9386117015,79873.572948024,79814.9166161633,80186.8234181983,79966.3899527872,83474.8595804281,84339.9491610945,78385.1569178032,68447.0232430195,81798.5355648465,81718.2531084501,81673.1631177627,79850.5869813022,86177.2690801149,85353.4862934925,81930.6605454779,74292.7556677891,77024.1665364764,81750.9315414866,85566.2602894458,94733.8678420119,81845.3615300503,75619.94135632
"E9Q9J4_S1179___1","E9Q9J4","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2","Ppip5k2",0.0326901050505681,21,12,24,15882.5754823951,11775.0653506728,13349.9605520912,14531.1709585771,19289.1591963534,16340.674143294,19062.0969297687,15376.7484453662,17650.2235753808,15974.4707611137,16191.9578147002,15737.39618895,15328.069955781,16010.4933418994,18505.3335951785,17563.0001081229,18650.89491471,17368.8253789476,17062.7548416606,20323.2114657586,17791.3188735565,18988.8396793528,19376.5396140894,18285.0449932742
"E9QK89_S462___1","E9QK89","Mediator of DNA damage checkpoint protein 1","Mdc1",0.00129719689501329,18,15,24,8383.37899646804,7676.42044758616,8690.53952390681,8204.75418282301,9219.69505611411,9295.52976935549,8316.96838050239,10659.1827294677,9060.24916453405,8815.86452502542,7899.96876497776,8514.53205726672,9112.07828923435,10462.9513506382,10397.0450705423,9218.81243335121,8420.30072465763,10039.7248504757,8192.3190831878,10314.8824553702,10529.3893473879,12971.7600114497,9650.93117886823,10088.0217981901
"Q5SWZ5_S292___1","Q5SWZ5","Myosin phosphatase Rho-interacting protein","Mprip",0.0190631840860898,21,12,24,97597.4898598134,100980.385775287,94074.9926047113,102337.170776587,95381.5726581608,94893.0181429947,97632.9942876178,98289.6782968835,95353.4957079901,95000.4838608906,97198.1602374282,97231.6301620207,97267.617171917,93552.6485513994,103395.435102623,106094.543745857,95371.8663484876,85912.463233021,88390.5567100219,103268.333906657,98411.5031787606,113358.494835119,108613.764820231,104636.277809242
"F6YRW4_S868___1","F6YRW4","Lysine-specific demethylase 2A","Kdm2a",0.00280276071305916,24,6,24,5834.35037378429,5535.67794718341,7010.27109725425,7125.14649573465,7210.4889497304,6087.40802309758,7732.19240230386,7525.02825721453,6943.5020544449,6966.27231090661,6274.90309090841,6434.26147033866,6589.17011462963,7528.85224408546,8013.6060414215,8685.91683854028,9206.40995835581,6618.96668995585,6866.73697611302,6867.21493282838,8464.90363971685,8928.60184454796,8244.93292956804,10714.0083953552
"Q9JMH9_S1966___1","Q9JMH9","Unconventional myosin-XVIIIa","Myo18a",0.0367763681818891,24,6,24,68098.503702623,63045.5915129957,69623.5193890521,70006.2081619488,68228.2498557978,64244.6540047201,65369.6872010619,72635.2514959688,75780.9049517206,72664.7866614656,69261.3971150461,70302.3913356402,71286.694664774,71706.8759488339,75564.0312005332,75843.8642807434,64899.4690715816,53528.1580581317,61899.7871622808,64743.6735573117,64868.1688670819,71409.552333602,65321.9360059085,74701.2238721234
