ID	CT0	CT3	CT6	CT9	CT12	CT15	CT18	CT21	CT24	CT27	CT30	CT33	CT36	CT39	CT42	CT45	CT48	CT51	CT54	CT57	CT60	CT63	CT66	CT69
A0A087WQS0_S792___1	73047.9898144524	70772.841890111	79050.0960593192	77035.1261247448	74192.8820951791	78632.4922089275	77066.9314949142	75518.0151940734	73344.6074734375	84410.5989603502	87591.2159702152	82817.1826914788	83688.3096586435	82709.7783242328	82070.9703179374	81785.2702262378	81813.1403333712	76664.9904649804	75408.8222209135	73426.5087151843	74640.7881175362	84418.57140183	79605.6899648001	80437.472516358
A0A087WQS2_S443___1	6066.36712591148	5919.66020707393	6853.1561555562	7036.07065339589	5936.97173431701	5739.72139433628	5285.43910935195	5805.10885878917	7008.42377944624	5912.07376139657	7161.81244335344	5792.69125164418	6799.52185786628	6773.62904124663	7231.52717886952	7292.30553815441	7198.83900361568	4331.07104936693	6205.59780921192	7179.86044235477	6210.93323921464	7070.73839916843	5966.16412090811	6785.49848032544
Q3U607_S188___1	158605.81621776	163294.581029555	157016.579866215	166614.37702847	160263.182626099	177741.958137712	180938.729035906	168699.028251213	149222.818677376	157387.775033032	138333.792901046	159577.880698758	150623.86666899	164974.703775955	158066.298219295	163033.426827693	158059.800040584	157521.415194433	149201.939364682	155818.201624825	160802.234691863	161483.966147418	168621.362910952	166311.214625118
A0A087WSE3_S2144___1	17809.0003678498	14471.7015378925	21481.1852133309	20617.9437498873	20898.2814519329	22475.9869243604	21711.1387881124	21052.116467428	14509.219155537	14881.5811552105	12658.8996609676	16296.1102914416	13961.1537729642	14540.6212792366	13485.4506962287	16565.7569841158	10260.0675040389	7964.49964295863	17814.5494023398	13425.1952297543	10185.5871487864	12647.1937825504	13524.4043550361	19352.6892787044
A0A0A0MQ73_S1627___1	24802.9805010171	34274.6782399273	26395.1835745219	27131.3894899509	34982.0024672789	28619.2742945738	30541.6954431557	34413.7921366848	43011.3268483226	44887.252859573	44434.5382961895	46358.4998997067	42592.9890785668	45690.0928263398	40823.0690559033	43193.2260889042	29376.8634924525	41689.7526025278	41933.4414807884	40690.5169564383	33096.2441964654	36599.5449316172	38791.9664008462	35893.5341900329
S4R248_S199___1	11559.4545871016	10621.0614854056	11698.7149440179	11604.2615281378	10879.6172626725	8704.55075325707	10779.7068994818	11041.532582385	8827.1177600291	8602.95192836789	8589.95525154581	7870.2838489873	7919.87724882674	8071.02115737054	8970.94714835021	8366.06973879484	10458.8012135942	10178.5627818543	10917.9403249759	10955.1385973552	11396.1779863032	11070.483785166	10712.0085084043	11536.7215119404
A0A0A0MQ99_S36___1	160493.462798611	193759.996866938	181475.982791977	187351.148663069	182011.136613298	191683.480218325	179078.612835135	208019.139774295	183766.453084553	216335.224435979	206167.868893238	217443.09804182	180278.065732836	220424.593910698	187516.687062169	203385.392023656	196612.479980267	193821.377680749	200745.855412112	198816.712665898	200364.959373783	212034.975597405	200476.793698059	197406.824244331
A0A0A0MQN9_S2250___1	76092.4425942273	77487.7927961419	68496.5391721437	75685.2568158397	70646.9617616618	68510.510131685	70833.2139364873	73124.172173722	64328.7206900888	71536.6513453475	63526.2725807242	78969.5551082624	62030.4541345397	73906.8307628443	69014.093088391	62332.8146125606	74261.7213090449	80886.1760577223	76219.3475107355	78317.968897317	77354.3594787568	85092.983449173	82595.3790100743	78514.9140745862
Q921M8_S633___1	20071.2737097652	19346.3068696855	22452.8051595543	19482.9638490385	20465.7426658636	19977.0118989851	21296.1714202254	20129.4443761451	24035.713294603	18879.5424772595	21273.7497362939	21291.5465338867	21553.3728149364	22367.0387637752	23745.8207033395	20584.0089493511	17956.7669162986	21365.0658483892	21816.4974090527	20519.7337100854	19799.1666010609	20484.1556880618	20195.0947705324	17830.0803578882
A0A0A6YY83_S1185___1	329938.234342666	339186.272310491	334544.129521007	339743.412351664	288804.292889816	329784.473703648	305828.72864905	317147.506986976	298338.761121245	358047.537549003	296830.699414185	349746.889569306	292011.889715537	354039.924985593	325095.170460756	350555.076217091	364839.219025078	365639.659833632	385580.068709111	339821.246219638	367425.918165524	344193.853672423	381293.794975147	360327.523009818
A0A0A6YY83_S1011___1	283742.978302602	284033.724330476	282794.312730432	301792.707131235	270869.421258792	288497.73905033	289254.340300502	271706.750619207	273510.992363941	264273.077505895	279899.071747777	285516.310370741	277434.109095263	271238.038894178	294356.89963325	287008.931793065	286596.829076431	302347.139643337	334831.537024703	314616.20359471	305111.593948936	310341.372926976	308498.783806315	312488.895053284
A0A0A6YY83_S989___1	106886.985770726	101729.65206948	105949.924269263	97464.945011181	99042.4283610463	102007.84586148	100743.066487514	105694.953093168	93780.0895626651	89325.0925470756	97022.5772757698	88019.7668282034	94671.0986101138	87353.1000728822	94724.1006557487	85717.2857985558	106167.462545897	110201.34802126	111201.04614134	104738.70659168	103496.88108282	103547.122959272	106724.484900365	108657.458760768
A0A0B4J1E4_S390___1	44772.8514875192	67029.0844623389	47178.6439853973	57257.2293947136	52153.7653533837	67040.7215122741	52268.569938677	63179.2270012158	46394.055772565	50758.8147778815	54920.3344857179	49499.1347635695	56206.9522489176	49103.812923762	49625.67536911	48905.0006193959	50586.7993033973	54580.2261427844	62138.0781182401	59814.5278631919	59440.4219406357	52655.4309803784	55772.4565509765	46073.3444183982
Q99MR6-3_S67___1	44019.3158395337	49723.7815729578	48710.9460775893	48939.0971747838	52473.2344301061	48838.6784885651	48097.4744289172	57538.114963673	60939.8095940997	56875.9363268612	70515.2722156464	57794.3477756041	62302.8667555349	62303.1898726782	56644.4496061953	58185.177340095	54828.0889125725	54634.6103545281	59299.12071636	56835.9088935427	56819.9751387293	52000.6939185251	54154.2016256136	51130.2527044868
A0A0G2JEP4_S96___1	154129.64906148	152973.03163848	168393.077451008	170307.997204764	157231.887563247	167141.332924191	155423.072674697	172069.587345975	190747.800648537	175480.306543934	199035.167047793	166928.103226482	198398.338452259	185472.041681887	170701.629347639	177491.287655668	159487.771068701	162243.156171111	175612.103699066	170063.353473463	178896.59687316	179697.074840832	172800.607791568	177878.778157792
Q61687_S92___1	188518.533277098	187663.652616337	185296.049663301	186728.664197443	184923.71801848	182299.134488366	188298.50113817	182159.274220616	160203.879636652	164209.492126546	152536.213754908	159896.892427821	167571.166958236	172008.310886396	171758.438487814	165667.899724614	158013.691962366	158598.760557009	154606.061536268	163131.694589528	162667.187257819	162085.527270957	175036.792336802	158351.420798059
A0A0G2JFJ6_S535___1	24605.4462125899	21628.6971646274	25154.6166347987	23983.5854216801	21773.3340845576	21626.924015603	23009.3495798502	21023.2720559667	21740.0345996447	20878.808809943	20380.0598597718	22829.216633301	23108.4546765295	21890.5823530751	22681.9646721896	23758.5774973188	26587.6911153617	19642.9822164155	23873.5970554787	18845.0165168364	22840.9487967959	18188.7643159209	24132.948938554	20692.8476292067
Q7TPW1_S495___1	30748.4041822852	29784.4627224938	29700.8333585141	30402.0242520702	27033.3106444638	28836.109393258	30658.1043190157	29376.4611683748	26844.2313298235	28021.3271637867	30634.394304788	24986.8944088557	31632.6379847706	29031.4335403147	35971.2986127036	29240.012751854	23604.5187848386	28803.1330579203	23491.4433360743	26276.6307719994	24225.5072735871	24537.7093061004	24413.0790082289	25143.3968851098
A0A0N4SVC2_S258___1	73523.8573655161	63890.3127609619	63904.6003564807	88957.6115207249	78880.1420786689	66959.1607895512	68691.8448509231	82194.9924838238	64947.4726517661	56477.1841090928	55296.8457818818	58776.277039064	55577.24626829	61887.0366932529	58916.3723697743	62097.3816790805	57777.1627413462	59561.7592714041	65008.4984470274	61138.4414432302	67825.2465048241	67698.2285189521	59672.9842283053	65028.6178617592
A0A0N4SW28_S60___1	29414.1836830947	29845.4031987029	33997.8008074462	32138.3577962603	33711.3598831653	36056.2787525694	30037.0557729821	37294.3065687781	36182.6041026474	36444.5993290137	46309.4560943102	33985.7966628596	40508.6905391292	35201.7747305724	30178.6572535627	31456.0633455087	42783.3674863026	37993.2340881035	39381.4098968691	41010.0405808894	39993.3371905532	38032.1727689084	43713.1677343727	44471.1626699135
H3BKS8_S121___1	46618.9150933337	43681.1323554115	42783.294103082	45132.3525482229	42706.2835366646	42704.2514486046	46650.927281613	46640.9503417137	48165.7549205234	43500.8561555235	38641.0631024137	47006.6096858965	44940.208546687	46885.6811679364	47586.8585975859	47821.7414547136	44235.7918667321	43300.5277463568	48691.8589419505	44531.3683864881	48075.8552874364	44523.8943713092	49257.1391342534	46762.2654023372
A0A0R4IZZ6_S166___1	63135.6816241573	67673.7775417566	65712.6760474548	62592.4890471262	65044.6214508717	66557.7142995237	70422.7854390044	68478.1591112028	60449.2995675485	63806.0891062185	62847.5834713408	65342.2484521622	66773.551694598	74629.5904847149	68084.5677223627	68565.4642315397	63182.6137303364	68626.7308552946	63542.2806481609	67310.9221769759	63293.9164225397	68381.047828988	64550.3462433776	65045.540862832
A0A0R4IZZ6_S553___1	85298.70435032	88797.9775887159	88513.1186569579	88440.4603664074	78913.6223439468	84958.5301941028	91699.3695128503	79606.2862805467	67743.3808445598	76594.5919932399	71465.9081606922	76305.2084357497	74980.6576257931	81667.5653932537	85024.362432256	76202.8485406995	76383.926229092	70327.6947168482	69837.3983962844	76292.3826507643	70428.2634583775	70431.481093611	77330.1456680237	75377.8181563146
A0A0R4J008_S394___1	441919.357047212	433556.527228061	432318.918787994	431531.30851338	452596.252289027	441097.238243114	473300.734610433	410284.968121245	422887.453163315	399472.885997441	390828.655837711	454550.720209498	416541.238759266	449088.97275322	442909.44224011	435398.491527971	374029.459256021	352025.812133878	370667.036261304	367723.059535116	359693.962535042	369603.192717075	420143.185164961	385229.95131185
A0A0R4J227_S483___1	42250.0568588629	44869.2604995601	38804.1842330549	41219.648775865	39364.7000111347	38295.0899708832	41433.2596910578	37308.7852302405	36088.1728615349	37505.9844201148	33315.5211787452	38471.871260254	31841.1716148504	32204.8023152442	35854.1606871646	35262.2296666887	38382.2728949176	38665.1057110645	37361.4331344977	41168.4853579855	35056.2676061104	38253.1051368249	43527.2817436336	38270.8651421266
A0A0R4J0D3_S495___1	83624.2004397727	79730.8121961181	82785.996831897	77087.3917570418	76933.6075487176	81143.6191343734	83570.5345280041	93540.7531284719	85214.0078596854	80607.7163180053	87821.2155608244	80815.7290932084	85981.3243835321	88037.9027340141	85159.1961887909	89286.9948861333	82133.1235855729	76059.1933474838	95318.6351577358	88685.1674239645	85247.3127465847	94889.3674883355	85768.290637369	86888.6989363768
A0A0R4J0D3_S496___1	38937.2506827968	40582.0049539522	42555.1656659242	39010.7541213087	45188.373099922	41582.4320113081	45814.4770694386	56688.6851110748	52286.4849811785	47674.9872667147	49743.5084824466	46969.78881626	52004.627437191	52966.8957057725	52111.4338061685	54081.940072681	52547.7870535878	52904.4346068453	56472.8768530788	56655.1766273322	53444.334237669	56291.3718729241	52087.8367085291	55758.6980837941
A0A0R4J0H8_S208___1	206172.123568741	196069.671846289	172362.144109184	182658.943699533	162986.532923283	180849.586723922	188294.525228823	184532.160280243	193673.41029007	188576.842327155	184563.862877321	192766.254921975	180038.335899337	184077.791408004	180808.034857089	183104.837803077	189943.055949781	182163.331278959	186650.460692151	171096.279441532	184618.760385266	186797.980512107	190911.061799348	183468.436714731
A0A0R4J0J8_S71___1	121309.083332057	119214.45903251	114174.944036532	119087.865950662	117387.183138802	118267.744583787	122377.973652577	120216.298250495	122328.089038543	133160.033913614	121750.65035189	137364.735301577	123840.189906497	137499.404110106	123106.013722614	132523.965778632	124506.29503254	126790.846416334	124919.907657758	125449.649619102	121721.604390637	125488.515566393	142147.070865951	130674.731298091
A0A0R4J0P6_S556___1	29859.9301366324	32867.1247937322	33644.4773388116	31610.5566805576	32278.3651887957	31654.9378876288	32701.2226305778	34058.1801781253	35183.4176740973	32885.1046798632	36646.0034718727	31182.960772699	34875.1015538588	32272.0266073409	35224.7761947301	30493.8450079118	32780.5338460849	34922.7667512577	34762.1116339857	33664.8706896604	35064.7650111571	37318.8278937409	31323.5684687876	32496.0520896718
A0A0R4J0S1_S368___1	66055.6510255591	63642.2054911638	72870.4747102948	68394.9031111947	69028.4830348304	66649.1720051834	70685.663815053	64549.0978528174	67037.31513661	69574.7834946456	67710.2963473742	73009.1133874223	72896.4245986869	76843.0618791706	83253.0160264257	86532.1966600813	64894.8910215435	71211.0106095561	67294.4279544062	73687.3702942851	72505.6997499136	75257.4591192645	73751.1933169468	77004.4760993712
A0A0R4J0S1_S121___1	107510.265327662	99316.4656539447	107840.482297843	101259.035292907	103490.625781802	98865.2013573654	99814.0959030565	86846.3629046508	94697.1499615374	98480.4792920774	92469.5165309344	92090.2133138285	84772.696772526	89660.4743208317	102081.612618236	98889.3497414247	96726.9731405034	89664.48296169	89150.6519518991	91540.1467854639	84286.8071614933	94351.9644934201	98033.4970834263	100903.491226844
A0A0R4J0X8_S71___1	139626.406491872	147730.25895488	130660.942149807	144606.941723763	129115.886037268	152264.215187889	133505.051614217	148574.952996057	138695.875820791	134159.69124115	135168.654797296	135971.57249863	136984.093631974	132210.792666676	135701.109325889	135479.187880244	139023.298316305	116780.814619318	148420.224887024	114208.988286316	147778.531187126	125899.092957907	143427.35306949	124639.017690828
A0A0R4J0X8_S560___1	40994.0405069858	45437.5333255505	43414.5099167417	49501.8822687703	44371.0978217534	52685.4506898279	46642.1182558581	49389.74464244	52434.9890194216	43576.9133539024	49004.142112621	46235.0224121057	50037.9746314924	50808.2142085259	48990.8853582266	49115.9264096851	54373.1830475805	44417.7119332137	46069.3738311294	48717.573499	51775.1283883803	56712.5260331282	54892.5314845006	51141.002252428
A0A0R4J0X8_S340___1	105810.580645692	125668.054685778	102747.181432912	106999.852923743	108097.786246708	105255.829382667	108897.278995207	103703.4117106	104967.652474321	117849.845865773	95197.1451575369	87983.2421388159	102478.630049219	93159.9388780734	112236.739733198	113102.178149353	130251.366349697	123520.397978017	100220.37388863	95987.7299386411	98870.6017310024	120847.979715129	132091.514652138	122595.652346097
A0A0R4J104_S401___1	44400.9827254415	43419.7069330673	44381.1745578512	40805.3164574428	44782.3320801515	41091.863027671	44079.1915730452	41637.1350908389	38808.7084076399	44807.6986967764	41579.5508064472	47382.5687054986	40389.0247476323	38944.5448651852	38091.2574610029	43773.0065473265	42627.6416774918	39606.7615147451	39285.6593796987	41054.2270720427	41029.4496752908	43504.4682029871	42844.921673917	46184.1963982345
Q9QXS6_S142___1	22751.9806330252	16729.0299730495	23990.2309439689	17764.2496837839	22816.5608983397	15154.6922638712	22128.8249399131	17543.8581729034	22363.9093728125	23341.0575122994	20871.9778082911	22861.9208494951	23221.7995558801	25415.9510715027	26518.9942536364	22977.7350587486	22767.1770671587	18590.5286507168	17315.978958009	23579.1230479677	15983.3561287458	17801.1811197339	20295.7239595517	18477.2272686693
Q9QXS6_S385___1	26792.6564164911	26292.5274727777	24703.0464783124	26356.9532440839	25830.0207290246	24478.7475938427	25451.0190649725	25706.6801170555	26653.4750425963	26927.0381585142	30308.0909997649	28596.0001429655	27932.5225247368	28164.1909593278	29114.4792510855	27771.3597201538	24795.9672969621	25914.5825049098	26107.8847152815	28021.0941873316	27899.8736814438	25511.4891499924	27213.5676821249	24281.252625905
A0A0R4J1F2_S52___1	74807.9766991215	79364.3412284064	80640.1036078272	71008.4355111441	83104.2194191919	77150.7134307658	77242.5858467121	82207.6471725262	79006.9899737987	68000.3073846904	72734.207863614	78761.9005707301	84552.8576152587	82524.0809435933	77886.4217606871	79883.1302845848	84199.3585393864	76068.0907864681	96885.6603211805	80929.8362016983	83804.7380887326	83928.3939634961	84742.7666383955	81611.773694469
Q80T06_S133___1	362675.765412338	358879.228429503	346554.181506081	344044.578111669	357718.073613094	345655.056321077	365643.712073526	327373.334972522	299278.110263456	286480.658859623	290307.976531081	286843.541083789	290113.592866662	285909.237011149	297638.015209347	294913.600365182	303389.405627385	316424.259038621	272682.942070297	298988.945321317	298308.86166854	331882.063071159	316207.167238629	321828.89853895
Q80T06_S162___1	1895816.03613163	1638504.88546273	1660719.36298281	1709555.50059392	1640502.56680412	1660706.03908223	1540118.94374889	1380846.83257746	1588846.94610207	1311222.13775871	1643352.42681565	1343041.65176767	1934483.44457825	1605499.65498589	1641839.76096905	1707308.83525231	1443814.93647957	1451887.76425501	1211497.35617805	1342068.18709778	1370797.27511735	1252573.52336926	1415983.40248239	1378358.60021639
A0A0X1KG62_S608___1	15219.2302297325	15707.8805202152	17532.589789106	15388.4114472774	17875.4791309703	15928.9341628767	17544.3587124048	15575.1842810488	15241.9801307432	13637.9778892507	15264.76165878	14084.6633812977	14302.5724964404	16319.2557447444	13122.8516187412	11995.9375043411	15999.5983225204	13989.4195807117	16052.9990700691	18023.4572583886	15710.2425294761	16128.5143118802	17792.1518100562	18769.5540742718
Q8CAF4_S1218___1	15074.2232733274	13923.3914573843	15468.5166783607	14216.2481270327	15161.3089594241	13021.411285492	14747.1919284367	13746.9154485789	13509.4331630047	13697.850317407	15371.941982	14457.1996356922	14002.2925855806	13724.682304906	13815.7989563863	15876.0325278843	13903.4003389873	11722.8810153115	14771.0006307262	13749.802016276	15689.9371008729	16376.223956828	17305.6414588218	16245.0092122479
A0A140LJ04_S2436___1	15138.2910505115	16051.5818497506	14108.1357219416	15892.9569657606	15319.8997502796	15552.8694834902	15307.535614794	17961.2092968	16932.7657048756	14634.2156596097	19106.456840066	14704.6332340461	18037.0893562587	16142.912779234	16976.3875488964	15804.6466246204	16699.0833691122	16104.0605949729	15485.811573383	15288.4186055468	16180.0211736337	15077.3624243239	15805.5739728124	16359.700393202
G3UXW9_S509___1	20496.4173395656	23546.685720682	22907.7435670684	22841.1223068561	22221.4510118171	23357.8071069262	23332.4251711262	19202.6753374903	16899.5829011207	18487.6418023041	17930.0348350058	16662.5432936943	18872.8596853605	14983.0262099255	16547.2328359221	15100.058901556	18520.7026884524	20134.4066252341	17987.3317939839	15528.7025663134	19483.5086503048	19242.6254062001	21064.497734879	18403.0627632817
E9Q394-2_S1817___1	27242.7576329811	25946.1792277909	32059.2326430015	29772.4654716731	30668.2165954995	32420.7102302615	30383.4145434856	27726.0326522303	27215.8980452592	31292.4997051225	32465.495436243	35297.5944591939	26495.8701415233	28879.8070710598	34413.8960204268	33416.6636765905	33339.4989063413	30002.2836596007	27103.3548437392	32904.1388808606	30278.4089342706	32751.9098302555	32586.7190955215	32591.2911003388
E9Q394-2_S1528___1	35993.3672382471	34775.4560373566	34697.0843986753	37281.8787414829	32436.9352714605	35258.8491672163	34994.1417940316	33276.4665703417	32361.4137762256	34501.2301882463	33313.5579183364	34771.3177699464	31633.6751112174	34294.1642843219	32699.0313088046	33875.477367351	31789.5180939864	27809.7369096367	30392.1468707572	29402.4974219995	29326.8054143055	28734.272437613	32903.7884140641	29822.5911220657
A0A140T8S5_S108___1	105098.821554636	113697.994012602	103391.305955031	112826.828961923	107761.087921667	113905.189483784	103359.899674242	110572.3910661	113006.461525722	109354.535773339	106136.974003468	109643.892672599	99838.7836467008	103533.472946834	109825.599704685	103621.794965741	109840.38177349	97670.2943689633	102131.092038259	95431.4418159648	100913.477423885	96170.1776754215	104006.174967895	93391.9847154166
A0A158RFV1_S14___1	9753.71804995803	11233.5885778226	10596.5365743047	10734.165396678	12410.9178087251	9808.01097465141	9391.58714009129	9964.919101106	9727.76942814196	9855.07785098028	9806.68390061773	9724.76346952664	10414.4872329003	10659.4109299557	10392.3601447458	10552.8892899337	11276.8632630398	13780.0747565643	9977.82867910793	11959.1402493816	12563.7468505003	13664.6055524378	10855.8356714725	12771.0697388687
A0A158RFV1_S626___1	159239.121649892	154766.594287616	149355.968136393	153169.275469862	151038.108140643	150268.36733806	155124.19501029	149320.593099887	151288.481016951	165417.176738684	142937.630159848	159852.919566264	145315.663560392	149851.36318521	147744.946329255	153342.103363136	154848.818229282	157420.728099974	159742.612133742	149026.573391591	151533.790424751	152735.982411201	149649.192668511	146511.572010466
A0A158RFV1_S576___1	31599.6236084043	26381.5028997807	31745.1969688735	30260.758173446	30294.2295789836	28781.1424435357	29120.5090173363	28490.1198648983	39041.4605902621	38955.6979870901	39601.0244788952	36876.1988427425	36228.522141895	35081.7109892711	34453.5436964585	31989.989146075	32678.8137321501	31984.1438107441	34774.3086475207	31032.3772024607	35587.6411924991	38043.0451614122	31091.4609068161	31989.488854211
A0A1B0GR85_S1132___1	55993.1420754883	52025.5225078961	61588.8085587374	57101.234215646	58801.1778201426	57127.3133690431	54404.2199003005	53722.6657050752	58791.2086963653	59620.5181137933	61510.550770799	56400.5373227622	64876.106133329	56883.676952694	66061.6901150777	59697.1342827143	52291.7322413187	67317.6049232013	52252.5645196065	53530.3012881418	52524.1218925372	56763.6222030101	51397.4862614554	62857.6739195586
A0A1B0GR85_S1664___1	47169.3087820078	52044.3782095894	56415.5180964599	43361.3357077311	47857.8374486048	42196.9895536204	51688.6257141421	44634.2889794779	46166.0894172366	50505.7039464847	47110.8871102141	44957.3262303311	50597.2560642945	46112.2789559914	52987.7290426878	52173.4808589816	47601.4667897531	51459.591855268	46995.2752481228	50115.2696730887	49446.3098312439	49521.0247698258	48666.811313346	52957.385556389
A0A1B0GRA5_S683___1	49000.704120874	53045.9039036688	53299.7920682374	51112.8770072441	56241.5733423936	46928.9855464699	52916.2495578484	56097.6917765324	50928.9499608775	53011.4745175545	54650.0799060021	64305.4540595911	63796.0095513718	61148.3766918334	69543.6055317772	61284.7856882366	56760.1512814592	61989.671223058	66233.5811243048	55236.108160074	59510.8667180324	58110.8336346498	60229.5917476854	57018.7508877237
A0A1B0GS91_S137___1	32422.4163398467	39292.7426775728	32869.2695167381	36244.5464403286	37626.0578326473	37585.8327166914	37301.286158326	39368.9724865765	27956.2706786801	32150.3901535349	33610.3396237088	32861.6962766268	35148.7472985701	34419.8707833077	33732.779473864	32464.5322492433	31636.478745094	34335.8403341994	30385.075683296	28589.091726391	31173.9733311573	31556.4084247384	32058.0131537634	31205.0760907542
A0A1B0GS91_S753___1	281901.803657084	264348.398585645	261410.92381271	241063.640203785	294911.536978146	280166.462776315	281583.209111716	278973.855432401	272278.443643193	280293.602813153	257005.677487611	274323.210816091	294026.659803418	272818.593334813	280661.31780834	277897.230595426	298850.565465558	285794.302672055	279389.377666267	270771.170584025	268155.521008063	278585.918798854	312347.489523867	267839.814668521
A0A1B0GS91_S1098___1	151939.04285568	174816.412290033	164580.782572654	162387.462377878	178633.219591196	194640.575260168	186376.105835893	185094.060704601	202599.978186463	199190.655950816	204643.736487993	169586.65183698	162563.369320453	162001.634297308	221513.201716064	200501.430518993	212606.678725669	189502.905664413	147390.631973735	171466.094730848	165495.155548761	178697.530674478	207417.300295594	195274.426504407
A0A1B0GS91_S944___1	153556.48979252	167275.982057109	155542.10377952	165492.667036446	164705.103239761	181906.832081628	177542.936157048	170714.084360662	184384.550492544	156059.950281601	173993.827807569	142966.522118361	147077.509894468	138465.327545589	171333.008243025	150362.362257066	173696.048303661	159091.684991588	144635.151534495	154364.927784569	154028.723211655	160757.901483868	167355.884699174	169417.545697549
A0A1B0GS91_S1047___1	160234.812328341	165663.639760912	168047.256967066	168109.910971738	173589.172952398	169795.250318929	180088.235398092	165816.308878244	163116.004310773	173449.096208736	167148.117601015	174183.875519964	156428.348422659	165178.224181952	176059.428104729	176434.830176969	154939.372682729	163152.906865765	151633.292733114	177064.728092862	165443.15222925	185694.559578854	177000.082248162	179751.17742005
A0A1B0GS91_S314___1	447624.184338221	484100.672131637	427336.359715303	427133.257327381	432523.650391316	431878.121549177	455085.30326761	451178.045562534	407357.500221458	430990.420744007	404646.509181112	436148.468888693	401056.074073095	409343.102715077	413889.955124415	428343.670006199	466977.48042346	433550.286388289	465161.332189184	434197.329790234	451650.35384654	437124.579083898	457255.580872276	432651.024596814
