ID	CT0	CT3	CT6	CT9	CT12	CT15	CT18	CT21	CT24	CT27	CT30	CT33	CT36	CT39	CT42	CT45	CT48	CT51	CT54	CT57	CT60	CT63	CT66	CT69
A0A087WQS0_S792___1	82018.5502086772	78827.0198879605	79526.631547485	89137.0578108403	82917.7608396736	84088.7375221945	83101.9393115954	86358.7913927036	91145.1372962063	86477.4684210311	91494.6735410283	92778.7138777022	93994.3386848001	82569.2583368828	93070.7757115518	93772.190788129	89771.3298340497	85554.5378327528	93781.448042053	103177.650176168	98382.572645945	110930.475243622	94968.625744531	102773.146024001
A0A087WQS2_S443___1	5978.63228872513	5972.07607916814	5303.60320695686	4943.1917604472	5518.80142012755	7117.85034760108	6180.48500645799	6884.60206625997	6553.58575342682	7305.93794671434	6155.75081534136	6417.67862197284	6666.87171492239	6967.74955753885	6410.78808974857	8180.21793871477	7700.22025673502	7958.90754381501	7622.11437273422	8670.98355030496	7411.49241343992	8780.12759969302	8880.9547507334	8294.50170655511
Q3U607_S188___1	169671.322333958	181615.372145285	161515.383139732	176259.046605625	164508.291070932	173518.556129618	168841.03783565	165085.226901046	175543.432059982	156037.619075536	171415.424980784	174610.044954243	177727.770947822	172384.821483826	199822.743838035	181340.345729783	203627.768635095	194087.30163681	203348.079203256	211875.745605889	211920.28667882	230198.857900736	214703.142922054	215704.2421203
A0A087WSE3_S2144___1	15331.75753295	12673.8515668256	15712.2299965983	14192.1826722583	15618.1441884922	12469.6513236778	14910.4173071047	12456.2383869044	19265.1976811154	14075.2932537951	17418.4582522003	17762.6753159912	18102.8875442451	15627.0344382975	20436.4455604898	16754.6989597857	21216.7466346668	24317.8834035562	20556.1557684741	19303.3835087225	20166.9010182779	23816.9728493443	20138.8845427504	17238.900675147
A0A0A0MQ73_S1627___1	38448.7397938861	35395.6755788729	34779.9808180045	41496.8413574728	33045.1611344095	35868.890509869	39490.332113106	41648.0419684807	34426.4804481614	38050.0709926529	28860.8448573892	30212.4895518517	31573.8879622684	29654.2296804441	39421.2186707608	36834.2624867706	35125.1904131906	42114.5326852421	46450.2576439886	46096.1651167349	40320.5821872636	40533.2128442971	42178.8584687362	46024.0588700189
S4R248_S199___1	9508.47902614856	9233.31762742987	11136.8048001779	12372.4625571872	11539.5826619674	12568.1933864436	13894.5666316481	10419.1007234808	8302.98657410113	10934.3526579727	10729.9889233131	9383.89431475439	8070.09675792574	12805.6150712205	7383.78127522105	12593.9964582668	9389.44704281981	8521.57781722684	8638.99138641725	10300.48321221	10005.8271039584	11856.3393910475	9346.64822454105	10784.9087624388
A0A0A0MQ99_S36___1	195022.400854411	187291.455147691	161992.455597361	188821.454544161	162726.479354994	192372.488718035	193761.665995993	178925.104136041	163730.069642781	156364.279629067	177859.650071515	172073.763406681	166736.739925762	174901.199009236	174260.585588555	176597.575798036	123855.74033487	97324.9408448343	116727.256216564	120114.87463538	178487.085990054	172747.490955254	138513.839656428	190631.733568457
A0A0A0MQN9_S2250___1	84694.27013009	85536.9817569211	90012.1826072706	97595.5568141424	96469.1555379908	92115.843662688	90469.6662368308	91402.2532475117	76339.9795120231	79751.9525029266	88536.3698008753	89374.8685701564	90177.8935684892	96453.6515718952	90812.7403989027	84858.0552969359	89736.0077834796	85539.2443918005	96061.4365208131	88152.0290055398	97896.936297127	96908.1755541603	95166.1642088524	82986.5531601165
Q921M8_S633___1	18885.2949639531	20870.0050263485	20269.3469262913	19220.975505365	20588.5412264197	18548.2644591927	20210.2285201625	21931.758041389	21830.3497122032	26554.2090770886	23403.8369687976	23320.3834703498	23244.7797542296	22592.9700000937	22380.0355903801	25281.9325630676	18708.661387586	19312.9542976815	21324.4815837161	18776.12978369	20549.0900915815	22483.9482383584	19519.3305738053	22488.3864354515
A0A0A6YY83_S1185___1	303576.743388106	303117.775311924	311672.56882642	318461.475634839	306539.908331091	325830.95007896	319962.098813488	329268.456293205	355951.280498796	358192.159306671	346716.891876017	354543.93803374	361987.405169213	348347.989783429	388140.180031426	409901.208940564	389487.002837985	353271.620135346	340020.478850776	379614.997851785	364771.049730406	425173.878944503	381102.305303919	374772.665440493
A0A0A6YY83_S1011___1	244552.668582241	277910.45823337	248812.469253112	252447.202916744	246457.760048813	262439.954831962	245271.573757395	258901.13264314	268107.719271743	269810.536709708	266474.573460278	268615.292813317	270674.843545875	279534.653488284	283032.379006998	299845.55583218	290581.994386639	307957.375645836	292433.533755078	289712.291482247	287033.918059513	285362.473171209	289523.96663562	297469.172712518
A0A0A6YY83_S989___1	91882.2619397486	103346.907111163	89317.6346617635	94616.9510748772	87892.3102118362	94574.2204474682	91652.6617754127	95176.0547381344	94466.0336414789	92320.2527540077	92111.969450491	91450.2605149012	90837.7746364753	94246.3774083004	93766.1340807383	100133.689566649	104587.737280555	102377.692947162	97668.7140627982	102207.67161979	106146.86773732	112257.477660464	103198.680483187	99685.5008562326
A0A0B4J1E4_S390___1	49796.5939078233	48585.2111361491	52623.2828329429	50065.9146661685	52923.6968209994	51617.9199661327	51146.7477977896	50152.752073736	36678.2376942298	45584.2379553536	44331.0469941693	47149.3948882041	49733.3101864376	60924.7701422568	44371.8342491766	48565.4825452315	53353.1639446433	50784.1187847485	57057.6340410685	60228.5226884502	58546.0844662159	57834.4463253888	57458.6528833329	58681.2465780049
Q99MR6-3_S67___1	59658.6775777629	58190.4886574948	63814.5095464905	61224.738519446	62600.0540112851	58512.8294956671	67574.5575104223	64184.3706386281	57599.4306752303	68666.5227538306	62746.7561835805	61900.9780465018	61072.0151458921	67036.8417652044	54762.4287968775	63219.346618901	63419.424570572	61959.725617887	69310.2806564493	66415.0094092907	73242.7525982963	59626.1949051197	65471.185583713	60415.4039048038
A0A0G2JEP4_S96___1	189301.483522065	177302.083161422	185924.674365601	190843.585801827	190062.367924161	185923.685300162	198279.585813843	193725.503500713	204122.951718713	208215.964305506	198414.753842417	200136.446703875	201801.819343758	205366.541100451	200239.737727598	216699.166992677	194006.729299601	188559.357530192	200480.797482033	194692.87961409	212162.074639851	180995.587307768	191057.222914115	208381.904278779
Q61687_S92___1	168060.885300666	171270.267621019	176804.196657554	182544.143722103	177422.477320119	172562.904337567	190549.292839952	185779.013251834	173347.47588212	166816.280818791	171098.833848262	173378.345621786	175598.918710253	175258.869112295	173169.848106036	176622.759947672	191696.133618289	191035.850954597	196168.798272412	193978.623708392	180944.199988948	213702.341864471	181505.131929477	203463.648520914
A0A0G2JFJ6_S535___1	25479.548522578	21928.4154516038	24076.9576207248	25267.2791504992	24683.5117338634	25742.0541300561	25596.0413206692	23071.5481063092	26926.5135413537	24571.9771708486	26610.8194384986	27653.2747449479	28650.505760953	25391.5212281308	24828.5333932701	27810.1895604595	24848.0758663032	22058.4197072777	25214.7894307115	23601.8843734029	26559.4231778329	24554.7780025636	28347.4645142234	30845.1402083171
Q7TPW1_S495___1	18155.1073306674	21925.4052600241	20104.6510339474	23015.368422855	20251.8852027332	22988.9089017806	21513.1201226197	22688.7313779809	21830.8753962932	27280.909013369	23341.2933210185	24722.1241497362	26035.6254627071	25493.7909970155	26515.0008898756	27876.8213795475	21589.1184136708	18228.6440747708	20676.9450581035	23019.5807188734	23733.6774200803	26942.870487989	20889.720121356	23300.5751256792
A0A0N4SVC2_S258___1	89141.046894567	64978.5849519392	87262.7698140019	86865.2667004452	87116.9793413694	82862.5942128371	87286.7359031749	87809.632756352	101350.106944364	99307.5471436618	99557.2149878658	93436.1027100793	87697.0074769203	94961.2942064848	90648.9425149402	99583.8715110909	101914.766229568	90311.1830714853	93084.0385106225	87853.8540668237	102665.25193563	97922.3393534712	97706.1041477203	98109.8548267655
A0A0N4SW28_S60___1	25985.7318216902	26136.7423605543	29354.7327976205	23405.2954825609	27686.3249174202	26027.3008352008	28723.6147983098	35463.5160822955	31185.5748420248	29875.411294171	31958.8722097712	33663.253448084	35384.4987340849	34008.7333532762	34929.4845657712	33604.6873716996	27936.7942512318	27984.8862059855	26480.3381729943	28051.0151826256	32470.5842287563	34024.8459073002	33226.4488683649	37163.0940774345
H3BKS8_S121___1	47663.1036966304	46911.3556735977	46039.9451096757	45216.2317940573	45832.3138658529	46711.1720186898	45814.1771936469	43745.0071854664	48029.804340296	50940.8641796545	52580.0683442905	51077.0985507474	49732.6640132007	50724.2161289724	48260.1527830388	46776.2986802961	49914.2057704475	44770.1213785871	49624.1176683418	47337.9440085703	48317.5066699337	45889.5465302646	54926.9718313393	44191.3112829105
A0A0R4IZZ6_S166___1	60567.1165960827	63837.8587930621	60645.3174029927	70710.4146705872	68993.0323853523	63295.4753961115	61102.8708450244	60685.1310905661	64854.0158686445	60750.2085356844	59308.3243960528	58852.0112215947	58398.5734894976	62442.4274815	63333.5866549606	60684.0563971587	82927.1962358134	72225.6459666509	77862.8539670769	71636.3562172503	77676.6427632947	81676.9634032331	88117.9951632773	92380.5686298664
A0A0R4IZZ6_S553___1	69348.1403997296	76351.7127031419	66824.4443280809	83803.8312766378	80891.9859535414	78235.0800182052	74725.8119436237	77866.457966751	66402.7660841553	85757.8030667404	65787.2481373823	67620.8141292883	69413.749966824	88799.4219085839	77096.1497074757	97547.7114722809	81207.0732044475	80224.3431816903	72126.1190296977	80601.1552751429	83695.9858557291	95431.1471224892	79017.1005304499	96894.4188458522
A0A0R4J008_S394___1	408350.091445862	414659.060726881	423881.511465109	430318.81803929	436215.951390178	412781.354829142	427226.814322124	427330.042348582	405803.445252961	397651.384422144	411046.031089057	400017.41536346	389691.460409364	420809.962522019	435181.876858204	431776.936641873	375441.280975638	317194.254733085	360687.305145969	408810.056212473	411691.584393225	428340.951006483	398634.351846565	406742.118537445
A0A0R4J227_S483___1	33535.5731333501	36258.8456347049	34233.2901897473	32616.6392525928	35068.0515472319	33909.7118586725	31511.6187029015	31251.1620330728	34374.3564040237	30415.8088087063	34457.8459661438	34474.9367939031	34504.0393671739	32876.1130018763	35847.2489733743	33118.2124987803	31694.3911378753	33215.3653860841	36896.7140723426	37003.7868921821	33674.9633979083	33805.8173396756	33665.8815010535	31459.8818384893
A0A0R4J0D3_S495___1	95728.7189366199	98567.4551075676	92475.496124645	99775.6917036351	94239.5047455526	85518.9666548686	97896.9977885948	100824.577019901	95629.7181729379	99208.0840240094	102593.058487929	98618.6656053994	95140.6258761702	95677.4173222812	93976.9395212642	100830.341817752	105157.950061346	110276.113325793	95439.6579164895	113293.384795785	113877.119198271	82362.2847591119	92913.1018911307	109523.084152646
A0A0R4J0D3_S496___1	61560.633530317	61392.3368741433	61494.8486050202	63087.7832578332	58020.4565520749	52345.433706513	62045.598300827	61350.2547689475	57423.0148340564	67907.2629260789	68196.1117607192	65034.8834901285	62261.7095348427	67751.6702186951	57772.4544997295	63159.2248421981	66229.6017803953	62001.896900332	57426.0707826953	52442.7691091508	66974.8166073176	54994.0059682628	65116.0627701576	71076.334624016
A0A0R4J0H8_S208___1	215252.545359889	210194.515159764	208551.93531847	218085.238263612	212904.298606128	189286.497936695	209855.111970621	196763.47677036	218256.871876759	214664.262229744	203876.590053461	203869.693410359	203865.143902689	202528.033423764	197256.160317948	204374.805601601	197191.393779074	194119.55898571	195568.586036327	183713.087393953	191474.597461657	180431.860310073	185821.973137215	190676.818293735
A0A0R4J0J8_S71___1	109927.273937514	112270.013665632	109334.406088356	124258.202852571	113568.739845817	119396.352571522	107993.14532441	114016.992027885	108406.56190942	98881.0581842994	104327.016244545	104461.562107793	104591.321749153	97737.5605528831	106092.861216026	105717.788303848	102235.956828666	97553.9866310136	94488.4792816051	96394.0572899291	101191.644869808	108421.614674835	102094.173976385	105341.936870712
A0A0R4J0P6_S556___1	34342.3817098928	35945.730000925	39038.9156991498	29511.4794083117	38521.1399175057	32455.3805576352	36114.9784153628	32503.1237788268	35823.5685665035	33755.1106683277	34774.8860409658	34176.9521713654	33583.725947934	34524.414834961	34042.9995214862	33674.2077985592	38442.2534186551	36744.0832488307	38882.4448483773	40344.9245571089	35268.7341457361	37732.7976073388	36672.0149335845	33653.4692962032
A0A0R4J0S1_S368___1	68489.4379954882	67381.886373279	69779.3744651507	68182.9497859548	73144.0616668092	67237.6638174181	75714.4181563573	65678.6425644762	95718.8586732212	95117.550466462	91083.9079725118	92456.6927564364	93734.9827628934	83702.6469919257	94685.3549281052	95949.7375461584	104581.102340214	110765.950186437	121403.525689706	98297.1872067464	120973.808079509	99595.7456083209	98726.5778944137	114115.11232854
A0A0R4J0S1_S121___1	85795.0537046197	86180.1700561407	99759.2420967439	98468.1089025962	102311.364853949	96336.2659943856	107159.399652585	89625.7883388436	115634.185400704	95100.1391386697	111542.005537781	110070.415448461	108782.658677749	93406.7238745186	123216.398673775	107200.399073766	111468.862965419	104717.850290292	109421.469418866	121961.259524799	103058.95261721	134802.494087425	117968.343342072	120737.533492039
A0A0R4J0X8_S71___1	187943.969882824	182639.293530857	197382.049997355	189432.266242783	196773.423043263	169852.197234125	197300.394652746	176345.107449727	170950.621621663	196978.090863155	175912.035867718	176143.731087548	176368.106745983	180271.218583985	181402.267375666	188093.684611419	196662.995891627	193484.121365071	187361.041956114	184713.64451374	186626.648559617	173077.898955317	199671.337569825	194628.592511553
A0A0R4J0X8_S560___1	39893.1463543955	49900.0684584503	42705.1277512648	50485.7261594482	42334.801979289	54614.9760755006	47928.6272832238	63711.8908756258	47437.8699218419	49108.2219894605	54754.0198348256	51262.7813697933	47890.8764834897	49421.412130987	53192.1125960529	49861.629656343	53261.8673129103	49514.0757830199	48484.3899817454	51153.7286809015	52928.7042263641	54619.2333461504	57997.350007047	63376.3574370419
A0A0R4J0X8_S340___1	101511.297636867	123249.524425171	119438.451795309	124008.151302013	129208.563716483	128629.9357932	140850.696069292	126816.696238602	123413.394850063	141606.171665786	120211.812466426	131679.65828112	142756.525833749	138055.323228642	155984.174416732	142577.212257929	141396.53889111	161429.594703946	124035.942794516	166565.254248319	146858.865546204	239057.91135863	164661.981133749	169076.381395901
A0A0R4J104_S401___1	58524.4887525909	62223.6610853231	54697.9492506238	54056.1970819741	51866.0777424841	50013.7723259749	49443.4552492344	52128.4236482319	49738.2149627945	47796.0650044114	48735.4045870624	49024.8935547009	49305.1195559591	40238.810675818	51533.4012974203	53408.0575520299	51032.1981613971	54279.2448986896	49809.517055633	53584.8286251336	48360.8361546522	59038.2999951146	47668.0817874374	57644.2212792689
Q9QXS6_S142___1	22390.2872474936	23493.308438883	20672.5290074467	18561.1652343196	21608.8441335066	20364.9860097036	22321.4828475595	21724.9529938403	22741.6022407054	19924.3158992574	21114.9653479684	21239.7993231353	21360.372618005	21099.3632278575	22623.0283976108	21555.3242452209	24900.1919703144	29218.6900830831	28813.8862472898	25506.2262122136	25516.1046803936	18957.2964322985	24196.3924176872	22726.1850292271
Q9QXS6_S385___1	23584.8278342365	24669.2528174183	23028.2155881114	25117.4495686207	23363.0947715722	25418.1181978123	24980.6368245588	24229.8324294181	28236.8757188872	24728.2361406652	26611.9243661869	26381.792392801	26156.9825857484	23992.2870526985	29570.9554740659	27724.7406680982	29471.07955272	23647.3271275912	27159.2451795176	25639.1655534565	30625.2822043765	31825.5227984678	29681.6932381878	32353.6683376928
A0A0R4J1F2_S52___1	50403.3557780745	50848.009011516	63128.5857110384	54182.1083887077	58516.1079401424	45411.2785387044	58406.9291410085	56665.9168874949	68018.0546656181	76876.1395287859	81356.6336489584	66357.9805040676	56440.5811872322	70118.051112276	68496.4128493464	57724.50001359	63045.9126402936	67433.7031468907	73527.6354856082	63171.6408668782	67607.2061772298	75527.4734401113	64077.1405884224	62385.6659996317
Q80T06_S133___1	422481.339420151	422201.273822694	376460.443752028	374963.36477242	345209.16648133	344470.412895196	384317.031403504	344674.993233303	336825.304846653	357421.178284641	316042.789593312	330779.153214242	345882.716759964	334457.48401936	359831.886285944	352614.591181535	367638.885096353	369785.432705419	344040.694086498	365245.136306729	321456.950007862	372084.469492161	349438.095550132	371048.523637492
Q80T06_S162___1	1672349.39725698	1714295.93365021	1705831.24734929	1800781.59645582	1659973.67549849	1926758.07303623	1787199.31941726	1845420.0035518	1799743.45972319	1841985.15013216	1805988.23631381	1761205.51630254	1714100.24748838	1665051.36972126	1785282.44605486	1852631.95872938	1673396.91840655	1640154.28592035	1460727.87248849	1364871.4339187	1701880.74368189	1389825.32343949	1693132.76440661	1773118.57120983
A0A0X1KG62_S608___1	16483.3014488459	19392.7691502615	17947.5329668774	20754.9491977946	17832.6743402032	18236.5806245207	18746.5559659332	19347.0969177442	16801.1752815623	22055.2567339629	18306.5743652108	17661.0950213805	17048.7174859932	19138.5906683671	16081.3894823392	18889.5249138184	21355.9058233282	18794.6577894169	19575.923563323	21387.0456056446	21215.108955077	21983.0130758676	18719.615636483	20270.7395476684
Q8CAF4_S1218___1	18364.0084533676	18971.7642430059	16215.9134191106	20704.535919974	20067.4933684431	18822.6064782283	16020.7335386235	17926.5513066184	20403.4810398148	19818.4220686391	21906.7340910376	21484.019031456	21102.1405319623	19253.1219448559	21733.4833860491	22896.771481677	20532.8937753945	15430.659002549	17208.5062628556	16545.2823693606	16589.1155512857	17186.5831041378	18244.6927263166	16082.7717674508
A0A140LJ04_S2436___1	17520.5222516139	19399.8558229968	17520.090491685	20186.1553886269	18435.3125461567	19348.2366597374	18679.4356639891	19382.5078052611	19770.0951538457	22587.5266470476	19272.3316653218	19123.8082885056	18984.3593359126	21759.4315608117	17157.0432512066	18542.5601882666	18855.567919731	18752.572931377	22174.0438968921	22026.4222949761	15448.4520303447	23761.6440741725	17241.3862812654	18944.8162812096
G3UXW9_S509___1	23884.4235295204	28341.1536469405	21122.168577781	24324.1390464478	23266.6883552578	24335.6183033329	23027.2130525174	23521.2650317505	21701.9674920052	18879.6194931847	22174.0978382986	22673.4720561804	23156.3052906519	19869.0412622956	22397.7395718851	20894.8362730129	29378.0664507277	28302.7510259346	28381.9365472043	27164.8647980974	24625.596887951	25933.9003840351	27045.8122572535	25387.062574776
E9Q394-2_S1817___1	28251.4667003082	29393.5234443387	26988.8875503939	31491.2583067408	29507.382897117	30739.8335306181	30410.9798699064	31305.6721257081	30816.6616306344	29584.541101671	30078.8496427549	31477.4317620937	32814.1936837022	28696.8197615864	35390.3042153419	34452.4330874763	31730.8418300817	27039.9988155444	31573.5207919872	32396.0540786382	33494.6261569726	33899.7130086296	31291.4712095761	37801.6116278089
E9Q394-2_S1528___1	34988.6834846591	39669.1979983445	37306.1992510454	39026.6401325469	38815.6691666819	36388.0722599859	37875.4549822729	36080.8314237388	38597.5157358175	36711.6444173091	40680.1025847283	39694.7192941344	38757.7790624275	38147.6734152427	39063.0877167984	39836.771781096	44642.930714881	44808.3143121386	49188.1834963171	42576.2858447734	35335.7580167918	40207.8741392337	43365.5041026596	36100.2562371035
A0A140T8S5_S108___1	119990.775912942	127216.517208792	114517.579254029	122406.02351744	108677.367018274	117177.101845107	108699.310569917	124577.455076093	103899.388795485	116682.255281834	96543.4797259205	101087.512544692	105816.747434319	127658.36267411	98137.5806977822	124544.770041767	94151.4629330099	91017.4104510192	105705.723012806	114358.062114065	107783.488924971	98906.6290552761	106073.073895252	104661.258808559
A0A158RFV1_S14___1	14650.4229253473	13416.8330009854	14151.8957783079	14868.9544920171	12222.608077995	15882.1011376602	16572.3716319401	16583.5840274275	15878.9912969451	14439.714314193	12381.7859823974	14860.9655112913	17312.1567631264	14285.1054398457	14379.3798155897	15596.7616007358	16130.2545803941	15250.5374713532	17279.4046226863	18685.2593673315	17313.3546174455	19183.9976657861	19530.3552731226	23248.2391745635
A0A158RFV1_S626___1	149555.59041355	153633.325242044	147548.031501408	151591.946326902	151573.814140371	139502.728366258	147271.966867579	134177.209959276	145847.402166645	147271.444675947	148992.329631248	152895.551847101	156735.521523174	151493.056515002	151291.602566093	144634.790002488	167378.491510361	156995.539486761	157074.053707949	172678.004867343	172278.28655151	183810.723702139	172866.838801053	169004.811756925
A0A158RFV1_S576___1	43594.6055297561	39636.2968539191	41449.5211581048	38857.0998846559	38389.5812393507	38013.8521832971	41107.5635273415	36199.6910991241	32350.7526472034	34562.4118816879	32714.497236117	33701.4789216904	34673.2013126802	33692.193265565	31520.5026072906	30689.2890332628	34760.5782672584	38611.3542233776	36332.7024988062	36374.3022093347	34774.0882623264	37858.9646015422	38342.677542671	36966.4686587283
A0A1B0GR85_S1132___1	33640.7128047985	36383.6214605626	32840.4346043103	37703.2931435103	37402.7141337516	37007.9874867152	37096.9927376986	40123.0525978702	39308.800550049	40936.4268050615	40132.642488845	39719.5137619073	39334.462494757	40604.2718692964	37184.4982235464	41940.244440132	36082.0953906113	46540.5680727366	37401.9390544267	43047.9291875054	40040.190713337	45728.0158822395	39582.2815051951	45818.3299039147
A0A1B0GR85_S1664___1	44230.3610564477	47988.2743792986	39423.1628145166	39480.1610428203	44096.8458176305	39847.3487135685	44613.2124272997	42892.414136287	49554.9138497664	47264.9881103951	44478.7600810829	45643.3976819009	46750.3049881979	45129.3431023192	49013.0458569437	44301.3013900005	44016.7555969721	56546.4555237151	51452.927781067	47467.0121038593	38869.9699325961	36616.7274509687	40326.9893697642	44147.8555845883
A0A1B0GRA5_S683___1	70301.783231093	68731.338724694	63179.5931768794	64349.6042959814	67153.9668489457	57290.7731531272	66918.1296259797	54705.9044732161	58271.5639507615	63128.4598836252	65525.6662145717	66714.6923516378	67827.8746108958	73529.0907126225	65467.815608239	67047.7658893591	62103.6200296853	88148.4956780246	65352.329096884	66026.5684009617	58980.3418020713	68450.2327151677	59698.7650914584	76866.8026603126
A0A1B0GS91_S137___1	37221.8398921119	38037.7793767714	38946.5644351184	35817.1652557164	37824.5144778205	34252.7063720957	37839.8185188107	36859.1266607564	31265.141857034	34634.0281109526	36124.0002718146	36259.4216259883	36393.8945793389	38235.0891214574	35693.2290336158	35108.651176057	38600.4186211885	42542.7684779125	45662.5795817989	38486.80040967	41511.6875670426	41453.2893220305	40518.116725433	38925.3615794759
A0A1B0GS91_S753___1	189640.295242205	207683.767787931	169499.330917181	186125.109295992	178603.663412226	161832.921368736	195200.794138031	198284.16253464	215790.852442184	190003.309172473	179365.065398625	177473.326876747	175758.59272013	179592.225860331	201921.283229606	178146.851138607	215414.070829871	183903.262027166	179864.494973798	170095.484291178	168856.390519935	166859.451902866	198283.135182747	168583.107157953
A0A1B0GS91_S1098___1	193394.501823744	234395.054452784	182675.839502839	215207.447207597	196078.766651768	222502.354452687	219965.879728211	235057.74515537	231828.370356131	211690.116717768	212686.952691784	207198.887931161	202150.66669543	188279.716969668	248989.696661213	253076.907478789	260609.978616209	245839.090821175	217579.044747254	229057.347416241	188855.765875385	237249.181497383	264732.893694739	274629.581662996
A0A1B0GS91_S944___1	151410.306987752	158408.658925052	146704.876114514	158412.812859926	156911.912531579	165475.36464702	155896.685634073	160154.744063138	178286.959204863	172682.577421629	168124.287860599	162896.009667264	158078.495809843	149986.971640136	181439.625310626	178600.750143123	174582.40110426	163660.027202274	171273.007653602	156549.190642801	177166.743006409	158279.045681536	187209.687946727	179583.506665063
A0A1B0GS91_S1047___1	176308.87191209	166889.031970722	170057.17994095	197898.452575629	206129.460011591	175187.858509523	163755.0538317	171198.969569648	181415.842052803	171428.112817043	175973.951625764	177989.280693808	179903.919398852	176831.939551812	191391.25255945	185065.00687489	174550.543566264	185116.504308286	196020.871863759	175107.845871373	168360.897427998	140823.086325104	167528.255380966	171584.692076126
A0A1B0GS91_S314___1	365176.028010945	345951.958355045	359049.22371213	378139.97674035	363857.040595256	369821.934509278	360241.691301161	368054.981222347	365663.924114088	355843.448805602	411437.312785585	402258.304426776	393828.289621514	372919.544792316	403160.935443715	397951.513569165	407066.425195748	389274.67784946	429670.987398599	422221.616631813	407181.864856675	461877.930168375	421358.301218233	442600.772828328
