"uniprot","protein_names","gene_names","wt_1","wt_2","wt_3","wt_4","cko_1","cko_2","cko_3","cko_4"
"A2ARV4","Low-density lipoprotein receptor-related protein 2","Lrp2",1.06356498084654,1.05259475955273,1.03259995949736,1.05525581575864,1.01507035818003,1.00099433473793,1.01424824127349,1.23631598925502
"A2ASQ1","Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment","Agrn",1.06740273798874,1.04024453967924,1.01074439981184,1.16842237701337,1.13600917292619,1.03475625613994,1.25628764149455,1.00651961063538
"A2ASS6","Titin","Ttn",1.03316920346324,1.05753322600184,1.00164235878645,1.00496791054583,1.05361512422219,1.00757283576027,1.00769429482936,1.03123352317571
"A2AT37","","Upf2",1.03625305563295,1.00314939234545,1.04851723356139,1.010899450563,1.00272182712022,1.01750941065332,1.02647932446268,1.12526956638714
"A2ATU0","Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial","Dhtkd1",1.01526019378997,1.03499210236674,1.12607887532902,1.05547412284401,1.04439926550353,1.11049512522881,1.11740863056692,1.06075672146065
"A2AVA0","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1",1.11211732254558,1.02455869686769,1.00349768148201,1.01440045905509,1.03519253659884,1.02382633628624,1.00774852894204,1.07807421029937
"A2AVZ9","Solute carrier family 43 member 3","Slc43a3",1.34252558435767,1.06857470666284,1.15474351184247,1.18244693452929,1.06909563099568,1.02843692138273,1.02158942336072,1.72416399734878
"A2AWA9","Rab GTPase-activating protein 1","Rabgap1",1.01978691634989,1.03878398126274,1.00816462578621,1.00569575427174,1.04018141244369,1.02313059767849,1.06800117776773,1.02865667650498
"A2BDX3","Adenylyltransferase and sulfurtransferase MOCS3;Molybdopterin-synthase adenylyltransferase;Molybdopterin-synthase sulfurtransferase","Mocs3",1.01223721732589,1.01138620351561,1.00823152662596,1.03538234516934,1.06889499745867,1.01994488308824,1.08210706095359,1.03321820523285
"A2BE28","Ribosomal biogenesis protein LAS1L","Las1l",1.00072127413805,1.00669093332926,1.00495216485055,1.0762973342734,1.03424817285074,1.0232575537772,1.07241363513293,1.1179395968105
"A2BH40","AT-rich interactive domain-containing protein 1A","Arid1a",1.07994447745471,1.06241942666653,1.01066564135572,1.04756583997652,1.03876680835863,1.00769273594063,1.17824712318452,1.01904513402336
"A2CG49","Kalirin","Kalrn",1.02470611510615,1.03233144874971,1.01026422753353,1.01468205939672,1.0746117289352,1.0281030842372,1.04165073324408,1.02637072493315
"A2RSJ4","UHRF1-binding protein 1-like","Uhrf1bp1l",1.04682767049206,1.02226349417295,1.00610795405947,1.04018480909355,1.00880739688782,1.03119041689726,1.04050930251243,1.03787218098013
"A2RSQ0","DENN domain-containing protein 5B","Dennd5b",1.07647078157814,1.06120674383447,1.02791775763262,1.10622823632294,1.21704495244638,1.07584977146187,1.11583647949917,1.24066687412809
"A2RSX7","tRNA wybutosine-synthesizing protein 5","Tyw5",1.16974475345056,1.08912091500589,1.04330942730165,1.01959361443278,1.013018432458,1.02204668890955,1.0130341921526,1.2256111808306
"A2RSY6","TRMT1-like protein","Trmt1l",1.00741932539681,1.0456204651882,1.02298046714968,1.04302290126602,1.04125982856215,1.04794770816254,1.12892903721754,1.04038241225988
"A2RTL5","Arginine/serine-rich coiled-coil protein 2","Rsrc2",1.02073505080917,1.01389289523542,1.08282017169101,1.01023458080047,1.02224988390987,1.04433696324403,1.04319613578462,1.14390360594736
"A2TJV2","Paralemmin-3","Palm3",1.25427649924036,1.53601042811498,1.08749721032187,1.24049093783638,1.21437728467128,1.34494786247927,1.1098020041537,1.04961436940035
"A3KGB4","TBC1 domain family member 8B","Tbc1d8b",1.11173220985977,1.02899442412376,1.07070200885367,1.00664755775361,1.01317862082323,1.00355486039588,1.08334204533833,1.1618205052506
"A3KGF9","Uncharacterized protein C15orf52 homolog","",1.15302339751478,1.0444928099723,1.03402094941814,1.00836643909605,1.02063054263757,1.00693175045531,1.09560043456362,1.01498362633572
"A3KGK3","Fer-1-like protein 4","Fer1l4",1.12674601058485,1.03113839231472,1.03033998782488,1.09447281991851,1.00610877882362,1.03487173051588,1.01972329731808,1.06203785770974
"A3KGS3","Ral GTPase-activating protein subunit alpha-2","Ralgapa2",1.03813280468136,1.02001357413975,1.27726339995747,1.23512082658344,1.05055040681243,1.187746006849,1.09147941749147,1.24057991458517
"A3KGW5","Probable inactive glycosyltransferase 25 family member 3","Cercam",1.1465579457834,1.03632924226184,1.16518480208237,1.04211920594988,1.01720719031301,1.04945552600666,1.02521587118451,1.04812289872809
"A3KMP2","Tetratricopeptide repeat protein 38","Ttc38",1.00913900874729,1.03943429616515,1.02137519075657,1.04841179877117,1.08193065829169,1.02551611366105,1.07139695901125,1.02233868743773
"A6H5X4","PHD finger protein 11","Phf11",1.2513266337945,1.04532861288709,1.26311275725928,1.13252770963408,1.4336664490508,1.00624878876899,1.40658807912937,1.18430563177871
"A6H5Y3","Methionine synthase","Mtr",1.00135128189234,1.0078814257372,1.03143037361191,1.09054266602009,1.04796199529346,1.02287737198948,1.04523683722764,1.03830472710717
"A6H5Z3","Exocyst complex component 6B","Exoc6b",1.01901732802866,1.03941572199499,1.06282807745738,1.09655234440316,1.03487160940712,1.03230282459779,1.01480657562271,1.04501603341531
"A6H611","Mitochondrial intermediate peptidase","Mipep",1.01399734841391,1.01051590537847,1.09462205653354,1.04932318372405,1.15280668778859,1.01572868661988,1.13774403743543,1.11820529586029
"A6H619","PHD and RING finger domain-containing protein 1","Phrf1",1.19252387023144,1.12588078677588,1.01331123036839,1.1558346655217,1.07238718693898,1.02940888662575,1.03290580571167,1.1873034878772
"A6H630","Protein-glutamate O-methyltransferase","Armt1",1.01701351795687,1.00076449919369,1.04266262834796,1.07754585886079,1.08171150349498,1.01341916657272,1.07590352542103,1.01981861955969
"A6H687","SAC3 domain-containing protein 1","Sac3d1",1.18444628304885,1.13773676994766,1.09820840610913,1.0410479130669,1.03190450023508,1.12663923853179,1.01291119148803,1.35958823377716
"A6H6A9","Rab GTPase-activating protein 1-like","Rabgap1l",1.04465338178763,1.03982628872909,1.03615786550861,1.0576974620217,1.00730706083623,1.01503659896669,1.05315141206622,1.02633083960733
"A6H6A9","Rab GTPase-activating protein 1-like","Rabgap1l",1.02029923311291,1.03165568189101,1.04879172822899,1.00999048239064,1.07728468315896,1.09377371545887,1.0118080791298,1.03421205878546
"A6H8H2","DENN domain-containing protein 4C","Dennd4c",1.03707689525155,1.0010166547139,1.02351768366185,1.04093457891232,1.03898896665754,1.03411154325113,1.02500065994173,1.08206470429431
"A6X8Z5","Rho GTPase-activating protein 31","Arhgap31",1.20548826359675,1.10607261799898,1.00993629686865,1.20033906502421,1.2192170059564,1.00369757309008,1.00729341746994,1.00130310048912
"A6X919","Probable C-mannosyltransferase DPY19L1","Dpy19l1",1.0223418703115,1.03785631667743,1.03397782339118,1.08482538313494,1.00989329352026,1.02661655315092,1.05279863851456,1.00317713045101
"A8C756","Thyroid adenoma-associated protein homolog","Thada",1.05662147639565,1.08910537765165,1.03701749715896,1.09216526160058,1.0166263159334,1.01521008938256,1.01069232315767,1.08447451552837
"A8Y5H7","","Sec14l1",1.30136040571835,1.05077328180239,1.01911169462317,1.17106623755449,1.05371830737119,1.08666838583154,1.14698787437905,1.07586902867376
"B0F2B4","Neuroligin 4-like","Nlgn4l",1.0406403929955,1.08527156676046,1.00176354165212,1.06866835762243,1.01853243415857,1.04748232171742,1.06567248336707,1.04365419577854
"B0V2N1","Receptor-type tyrosine-protein phosphatase S","Ptprs",1.06468773914757,1.02033037131273,1.0567217697375,1.22373855385971,1.05938635384001,1.01280211702419,1.0070364391366,1.26163523097737
"B1AR13","CDGSH iron-sulfur domain-containing protein 3, mitochondrial","Cisd3",1.13418888106627,1.06139442290767,1.03575873490428,1.03506660776729,1.07665320317243,1.05134134364883,1.07335868882452,1.07968933327021
"B1ARW8","Uncharacterized protein C1orf122 homolog","",1.09637030263779,1.32670352531281,1.01372501970212,1.25292371898074,1.23039720554478,1.0557998237751,1.04653155973243,1.14714290047493
"B1AVH7","TBC1 domain family member 2A","Tbc1d2",1.17502893556671,1.06098703885346,1.05149084726892,1.04427036067808,1.1074322854238,1.03982603584472,1.20465500439444,1.03893605794188
"B1AVY7","Kinesin-like protein KIF16B","Kif16b",1.00282496909113,1.03589355620575,1.04357450532396,1.08678594247796,1.04979576622824,1.00491160089794,1.02139499962505,1.16051814504039
"B1AVZ0","Uracil phosphoribosyltransferase homolog","Uprt",1.08972716523801,1.02280395539878,1.00244605033627,1.00714229344474,1.05882430629971,1.01397865071482,1.0361471140377,1.05983464350989
"B1AXD8","Akirin-2","Akirin2",1.10191151679956,1.0205788861074,1.14454918449351,1.33487077444606,1.32069758973673,1.17727909469979,1.17717429890468,1.09727519833689
"B1AXP6","Mitochondrial import receptor subunit TOM5 homolog","Tomm5",1.07665887713604,1.01881416663339,1.03305702960616,1.03088220990802,1.07433919382668,1.01059029659829,1.03279852679074,1.04794670661191
"B1AY10","Transcriptional repressor NF-X1","Nfx1",1.18222411909482,1.08444694272022,1.05769389258758,1.0311353824668,1.07731644002265,1.04902643918849,1.13611423951321,1.1267029970462
"B1AY13","Ubiquitin carboxyl-terminal hydrolase 24","Usp24",1.02276550099047,1.05093863795839,1.02775036575795,1.0238225259628,1.02194513093479,1.01638332037717,1.04971496874242,1.16999943218864
"B1AZA5","Transmembrane protein 245","Tmem245",1.14384394419826,1.15208723508031,1.00405625932062,1.01682148206456,1.02079019474844,1.06668713603721,1.05000019786582,1.28166252842941
"B1AZI6","THO complex subunit 2","Thoc2",1.05054214656666,1.04267181022957,1.038779267454,1.03803915736814,1.02592716260795,1.00704105267091,1.05459308089813,1.06207943830396
"B1AZP2","Disks large-associated protein 4","Dlgap4",1.02570563928663,1.03765900367665,1.02530393733731,1.03415143136989,1.04674512457011,1.03498154271948,1.04597138281613,1.088665371966
"B2B9E1","Triple QxxK/R motif-containing protein","Triqk",1.01829547699189,1.00063364259883,1.04221587600758,1.13261181466106,1.05835599356937,1.01840114817381,1.00821110014616,1.19410476484222
"B2RPU2","Pleckstrin homology domain-containing family D member 1","Plekhd1",1.00214345051003,1.02473986215098,1.03503060163323,1.0202108909505,1.00916336371256,1.029759997858,1.02807401464765,1.05804176971931
"B2RQC6","CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase","Cad",1.00898655764248,1.00474341117135,1.01311814972479,1.01428508424085,1.03123617313673,1.04909118449335,1.09520784995565,1.10885708911587
"B2RQE8","Rho GTPase-activating protein 42","Arhgap42",1.11393779848405,1.25708690649759,1.05421864991832,1.01541110140128,1.07800150123082,1.00547872847423,1.08688299451616,1.0702304290631
"B2RR83","Probable ATP-dependent RNA helicase YTHDC2","Ythdc2",1.01222952151795,1.01528411878733,1.06176333191997,1.00222794813386,1.08949613435028,1.00973098405972,1.01540706534523,1.06498958707786
"B2RRD7","","Brpf1;Brpf3",1.0621920723281,1.04864659495617,1.03003904028493,1.02258036085285,1.09758643276292,1.11320958575324,1.10099924707198,1.10704532038067
"B2RRE7","OTU domain-containing protein 4","Otud4",1.03497411297967,1.02396320315052,1.02610535065034,1.04450276737581,1.0462966748624,1.04468955572592,1.10000885864695,1.10719553353733
"B2RSH2","Guanine nucleotide-binding protein G(i) subunit alpha-1","Gnai1",1.03908545489298,1.01851531599217,1.03575964910496,1.08088545510439,1.09229724588415,1.17624304261764,1.09482806441457,1.00979864056918
"B2RU80","Receptor-type tyrosine-protein phosphatase beta","Ptprb",1.03935609643968,1.04881509686619,1.03430187607816,1.07181588937838,1.01198262798946,1.14406877623918,1.16446353358179,1.14820869340642
"B2RUJ5","Amyloid beta A4 precursor protein-binding family A member 1","Apba1",1.00039883818661,1.10066541779908,1.15970529296398,1.09507604015553,1.03875040709769,1.03617655446573,1.05764210812624,1.01911194028096
"B2RUR8","OTU domain-containing protein 7B","Otud7b",1.0108693304715,1.08246680565848,1.02622601826472,1.00440305966699,1.02618398102832,1.02773116815311,1.01044138087417,1.0875629410336
"B2RVL6","Zinc finger CCHC domain-containing protein 24","Zcchc24",1.01764250606492,1.1439415819316,1.0456998444895,1.14629734037942,1.02035991898844,1.01328486023047,1.04196549297339,1.10747017404272
"B2RWS6","Histone acetyltransferase p300","Ep300",1.01332582361732,1.08346915749044,1.09095552587202,1.04811934260855,1.0387574906849,1.01603994367501,1.01228784992927,1.04399032485383
"B2RX14","Terminal uridylyltransferase 4","Zcchc11",1.07399877798373,1.0516603184257,1.15628179100012,1.37456035085004,1.09499367368738,1.04324317726808,1.02519138930331,1.51872789481758
"B2RXC1","Trafficking protein particle complex subunit 11","Trappc11",1.04633858056112,1.02110362132789,1.00601354199268,1.05486415925864,1.05421880723778,1.02842041964438,1.01395886416008,1.00005125350919
"B2RXR6","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B","Ankrd44",1.02053436041003,1.04305086576916,1.04561997440529,1.02014418619595,1.00558114306496,1.05408753226359,1.02736006805589,1.04336426365617
"B2RXS4","Plexin-B2","Plxnb2",1.0248835145198,1.03258636258643,1.01609858193043,1.00642041941914,1.03394951752838,1.01326501875469,1.01117067132368,1.05697290398132
"B2RXV4","Feline leukemia virus subgroup C receptor-related protein 1","Flvcr1",1.01223411117565,1.15778100934717,1.01938469220683,1.06562040815799,1.17091543963787,1.22738884461145,1.03612032635778,1.00067442184726
"B2RY04","Dedicator of cytokinesis protein 5","Dock5",1.00385589907719,1.04043791192374,1.04763159616811,1.01763763463474,1.00647222356131,1.00571820090097,1.06729507275566,1.0142378144579
"B2RY56","RNA-binding protein 25","Rbm25",1.02032817052441,1.05656525604149,1.06460931181833,1.02212178905465,1.01870246043569,1.03653900662915,1.01732676701681,1.10182389341812
"B7ZMP1","Probable Xaa-Pro aminopeptidase 3","Xpnpep3",1.06189108041924,1.21260201761752,1.0090096391139,1.00170808341555,1.09120760708426,1.10501172206601,1.12293765262625,1.02911317201788
"B7ZNG0","Kinesin-like protein KIF7","Kif7",1.14705430300938,1.14395237004228,1.11323370997724,1.09855011069273,1.13623949486666,1.1085384927196,1.08115601477812,1.08626830515621
"B8ZXI1","Queuine tRNA-ribosyltransferase subunit QTRTD1","Qtrtd1",1.04341519828665,1.1238422429998,1.00916204964636,1.02660164860088,1.11261797070451,1.09969299628904,1.2604441945252,1.03045624859505
"B9EJ80","","Pdzd8",1.01958036962028,1.02717986018215,1.02686145710925,1.12302704950635,1.07702620461428,1.05194856913078,1.00306314191005,1.07764470666477
"B9EJ86","Oxysterol-binding protein","Osbpl8",1.01056597782174,1.02330322968002,1.00084239167372,1.02956070774407,1.04548716819624,1.00557332508191,1.00045661413288,1.09173715072763
"B9EJR8","Dynein assembly factor 5, axonemal","Dnaaf5",1.02918272467029,1.02637945606611,1.0187122722303,1.02402965878411,1.06344755574933,1.02246044760308,1.08052723491243,1.0964326906458
"B9EKI3","TATA element modulatory factor","Tmf1",1.00892034841662,1.00163808584269,1.03965050862114,1.01327203368151,1.00599114324217,1.01215789457438,1.03955730531073,1.04761971428348
"B9EKR1","Receptor-type tyrosine-protein phosphatase zeta","Ptprz1",1.00929211857728,1.00248017067849,1.11568096493573,1.07658149118446,1.00960113479888,1.04582153607361,1.00028459996228,1.5728488744079
"C0HK80","","",1.05408843484164,1.0048827103968,1.01042682768598,1.02244322310666,1.02183136549158,1.01360261056005,1.00438908996961,1.05276588746648
"C0HKD9","","",1.03908258193664,1.0200110242801,1.02083006506795,1.03035176092179,1.01576945475065,1.01268046076671,1.0272193092438,1.05424493545923
"C0HKE9","Histone H2A type 1-H;Histone H2A.J;Histone H2A type 1-K;Histone H2A type 1-F;Histone H2A type 3","Hist1h2ah;H2afj;Hist1h2ak;Hist1h2af;Hist3h2a",1.08903472687417,1.03251017223803,1.20355680851029,1.05204329730528,1.03549672601368,1.13259164848072,1.12577434111131,1.14706417846507
"C0HKG6","","",1.02714523357789,1.07628501107762,1.10830365222456,1.03173383038233,1.0306784539982,1.00371469497304,1.06901738023294,1.02338788716096
"D3YVF0","A-kinase anchor protein 5","Akap5",1.02704686761842,1.02878503894441,1.20973308889789,1.12816117949425,1.01230282505222,1.00495401539201,1.05956962360082,1.00639830209543
"D3YWE6","","Mn1",1.10607079471572,1.18547916837076,1.20746259668501,1.28212516607789,1.00687197265868,1.23221538982298,1.01077322701011,1.24784511106345
"D3YXG0","","Hmcn1",1.00248212404599,1.04678165726668,1.02632784431068,1.06266646033812,1.18129797465482,1.09128515780149,1.17462212320867,1.06752265453703
"D3YXJ0","Diacylglycerol kinase","Dgkh",1.03378925188,1.05167854614511,1.04968875024196,1.00892648743169,1.02428707925766,1.01467363092215,1.05403746927937,1.03786561807478
"D3YXK2","Scaffold attachment factor B1","Safb",1.04513550990214,1.04689168825431,1.04696232620622,1.00488772772533,1.00948222004706,1.04854116749995,1.03450552164928,1.05196733078248
"D3YYI7","Probable E3 ubiquitin-protein ligase RNF217","Rnf217",1.70701172561225,1.12393665621638,1.34517062829523,1.00479987244143,1.2083523442245,1.27010966369522,1.09011764859022,1.32485501749502
"D3YYU8","Obscurin-like protein 1","Obsl1",1.03877413559553,1.05266242023484,1.01077378878019,1.01692368590396,1.01552350376936,1.02894966442575,1.03568911480826,1.00862607528135
"D3YZP9","Coiled-coil domain-containing protein 6","Ccdc6",1.04820102855257,1.04120232814554,1.01743727719874,1.03492124975913,1.00655574378791,1.01979828786434,1.04936699599987,1.07062213110977
"D3Z2R5","","Sepn1",1.03806772041755,1.00654645716951,1.01268546144698,1.02149957528577,1.03098380600463,1.01883749949993,1.02503129466413,1.04253267646801
"D3Z5L6","MFS-type transporter SLC18B1","Slc18b1",1.15532780969379,1.01153493326014,1.22496407913826,1.0217801355826,1.16364358002596,1.1127453340677,1.0923096113397,1.06650460283043
"P0DMN7","S-adenosylmethionine decarboxylase proenzyme 1;S-adenosylmethionine decarboxylase 1 alpha chain;S-adenosylmethionine decarboxylase 1 beta chain;S-adenosylmethionine decarboxylase proenzyme 2;S-adenosylmethionine decarboxylase 2 alpha chain;S-adenosylmethionine decarboxylase 2 beta chain","Amd1;Amd2",1.01230066723181,1.22259413717245,1.06555030742132,1.12207903183597,1.08069755978226,1.14451012773252,1.00835322003394,1.32148234127525
