ID	Waveform	Period	Phase	Nadir	Mean	Std_Dev	MaxLoc	MinLoc	Max	Min	Max_Amp	FC	IQR_FC	Tau	P	BF	empP	GammaP	GammaBH
A0A0A6YWG7_S649___1	cosine	24.0	15.0	6.0	17476.638880329367	1177.8037037043425	27.0	51.0	20120.3638967	15208.610345200002	4911.75355151	1.32295873456	1.0891884016700002	0.3674538307576464	0.00594159154192835	0.16636456317399378	0.15084915084915085	0.13188784160955477	0.9861767888368429
A0A0A6YWG7_S1227___1	cosine	24.0	12.0	0.0	38259.938297389774	2858.131938123177	54.0	24.0	44462.3764626	32899.8321055	11562.544356999999	1.3514469107299998	1.08500312012	0.4281171541771875	0.0016899269501841699	0.04731795460515676	0.04731795460515676	0.04731795460515676	0.8643297343874834
A0A0A6YWG7_S1108___1	cosine	24.0	3.0	6.0	29378.46661428068	2485.132290523743	3.0	6.0	34283.357740499996	24721.010236000002	9562.34750447	1.38681054751	1.1113442253299999	0.41941699874357613	0.0020437099756060832	0.05722387931697032	0.05722387931697032	0.05722387931697032	0.8999855411003327
B2RRE3_S450___1	cosine	24.0	9.0	3.0	17297.238500747742	1657.6762080666294	9.0	48.0	21501.830957700004	14563.015215200001	6938.81574251	1.4764683439500002	1.1079771866500001	0.35699821640789786	0.0072624080614124955	0.20334742571954986	0.16583416583416583	0.15381778701777812	0.9997578333692853
A0A0A6YY83_S1185___1	cosine	24.0	18.0	6.0	321798.6752105565	29284.855469932598	63.0	3.0	386648.20061	277658.574005	108989.626605	1.3925311040600001	1.15640367515	0.2296863493117667	0.05792471181178624	1.6218919307300144	0.6213786213786214	0.6213786213786214	0.9997578333692853
A0A0A6YY83_S1011___1	cosine	24.0	21.0	15.0	197008.56806488015	12768.454994406253	51.0	0.0	221200.79778400002	176176.26784000001	45024.529943400004	1.2555652387	1.09574492286	0.13838763931925468	0.17171651217030293	4.8080623407684815	0.961038961038961	0.9570171743976131	0.9997578333692853
A0A0A6YY83_S989___1	cosine	24.0	15.0	12.0	96413.08855255072	5865.5220338403615	63.0	12.0	111109.608604	87640.2974504	23469.3111531	1.26779132244	1.10969723323	0.2140197009953595	0.07143562183788349	2.000197411460737	0.6993006993006993	0.6993006993006993	0.9997578333692853
A0A0B4J1E4_S390___1	cosine	24.0	12.0	3.0	64432.796784912614	7086.8492821086365	39.0	24.0	76163.8727524	45816.0620054	30347.810747000003	1.6623836580200002	1.17725316586	0.3142978771675294	0.015710968084713374	0.43990710637197455	0.28771228771228774	0.27357870154677777	0.9997578333692853
Q4FJX1_S60___1	cosine	24.0	12.0	3.0	11229.362102982745	1166.9866811022075	60.0	30.0	13740.5864838	9002.70285967	4737.88362414	1.52627346454	1.16188214919	0.2921121446615861	0.02276070879876716	0.6372998463654805	0.3756243756243756	0.35579378503450515	0.9997578333692853
Q99MR6-3_S67___1	cosine	24.0	6.0	0.0	60932.73879866366	4005.4233985408723	60.0	42.0	70758.7898102	52808.644497199995	17950.145313	1.3399092228899998	1.09955053987	0.2305613480967673	0.05723383538246751	1.60254739070909	0.6203796203796204	0.6203796203796204	0.9997578333692853
Q6ZWY3_S27___1	cosine	24.0	9.0	6.0	15310.9862988841	1630.3729741034895	51.0	30.0	18294.5293972	12083.949288299998	6210.58010887	1.51395284445	1.17760483082	0.17511488498720915	0.11529525052334587	3.2282670146536847	0.8641358641358642	0.8641358641358642	0.9997578333692853
A0A0G2JEP4_S96___1	cosine	24.0	21.0	3.0	215380.6387255918	10363.097771444653	45.0	3.0	236864.46109499998	194717.853976	42146.6071196	1.21644962832	1.0717476770299998	0.14762660488868534	0.15609104027542364	4.370549127711862	0.9460539460539461	0.9399576287820891	0.9997578333692853
Q61687_S92___1	cosine	24.0	21.0	0.0	191226.14629942298	11888.374188444373	63.0	27.0	223660.01203699998	175444.877947	48215.13409	1.2748164247	1.10184835546	0.18118348213186988	0.10741654185240362	3.0076631718673017	0.8411588411588412	0.8411588411588412	0.9997578333692853
A0A0G2JFJ6_S535___1	cosine	24.0	21.0	3.0	24551.35258628641	1942.4631248127735	69.0	3.0	29486.331454400002	21077.7964034	8408.53505097	1.39892856398	1.09628433311	0.2878718795329364	0.024374796195956446	0.6824942934867805	0.38461538461538464	0.3729702546641061	0.9997578333692853
A0A0G2JFT8_S53___1	cosine	24.0	3.0	0.0	5718.377384903265	600.0076448685438	42.0	39.0	6699.48405462	3940.32688257	2759.15717205	1.70023560336	1.12618112077	0.2264109462244084	0.06056922852249681	1.6959383986299106	0.6463536463536463	0.6463536463536463	0.9997578333692853
A0A0G2JFT8_S27___1	cosine	24.0	3.0	6.0	4778.547776601224	1000.5028977199383	42.0	9.0	6215.96433338	3073.01759698	3142.94673639	2.0227558538799997	1.5296922028600002	0.1224846102525488	0.20086613625359467	5.624251815100651	0.981018981018981	0.9781233241612528	0.9997578333692853
Q7TPW1_S495___1	cosine	24.0	21.0	0.0	23830.298008230362	2712.871340496897	45.0	0.0	28803.8939249	18863.4853551	9940.40856978	1.5269656366600002	1.18559120769	0.3142978771675294	0.015710968084713374	0.43990710637197455	0.28771228771228774	0.27357870154677777	0.9997578333692853
Q6P5F7_S437___1	cosine	24.0	18.0	15.0	14563.128716168358	3540.0406580382714	48.0	39.0	22731.0554868	9599.8747941	13131.1806927	2.3678491620299997	1.4001459438600001	0.20651023780253988	0.07871439991892487	2.2040031977298966	0.7352647352647352	0.7352647352647352	0.9997578333692853
A0A0J9YTU3_S905___1	cosine	24.0	21.0	0.0	219162.4506353557	12473.740035441353	36.0	63.0	239618.383462	196058.313792	43560.069669699995	1.22217915082	1.0947248682700002	0.17378823796322213	0.11707097859576515	3.2779874006814245	0.8741258741258742	0.8707883270853827	0.9997578333692853
A0A0N4SVC2_S258___1	cosine	24.0	0.0	9.0	93296.53401518881	8070.0621338291285	60.0	3.0	103979.109688	65994.1243943	37984.9852939	1.57558132095	1.1332100740200002	0.2255549471437564	0.0612756889104502	1.7157192894926057	0.6563436563436563	0.6563436563436563	0.9997578333692853
A0A0N4SW28_S60___1	cosine	24.0	21.0	0.0	22202.38914701709	2652.9151624005435	69.0	9.0	26864.775236799996	17014.9434942	9849.83174257	1.57889300343	1.2133426225700001	0.4252265396972456	0.001800751628811166	0.050421045606712636	0.050421045606712636	0.050421045606712636	0.8643297343874834
A0A0N4SW73_S188___1	cosine	24.0	6.0	3.0	39710.12444567853	5348.9611598020065	39.0	3.0	48087.9577415	29735.276586	18352.681155500002	1.6172023018700001	1.2755317137	0.1818710879507543	0.10654892958100276	2.983370028268077	0.8391608391608392	0.8391608391608392	0.9997578333692853
A0A0N4SW93_S260___1	cosine	24.0	3.0	12.0	17618.17566294485	3222.4227304355963	42.0	39.0	22828.0540176	10324.4714334	12503.582584200001	2.2110627323400003	1.18025536179	0.2329501913124041	0.05538066287395756	1.5506585604708116	0.6153846153846154	0.6153846153846154	0.9997578333692853
H3BKS8_S121___1	cosine	24.0	0.0	21.0	62984.69215875832	3555.93473735158	66.0	21.0	71955.9213996	57525.13675319999	14430.7846464	1.25086050136	1.0851133228799998	0.21815970297510864	0.06764995867882109	1.8941988430069907	0.6843156843156843	0.6843156843156843	0.9997578333692853
A0A0R4IZZ6_S166___1	cosine	24.0	15.0	12.0	72159.1469365337	10222.73956082098	69.0	36.0	97063.8913661	61517.40358080001	35546.48778530001	1.5778281545700001	1.2774077016399998	0.15394399545280246	0.1459636853800239	4.0869831906406695	0.9330669330669331	0.9261005744954811	0.9997578333692853
A0A0R4IZZ6_S553___1	cosine	24.0	12.0	6.0	69154.10781366132	7909.825301105732	45.0	30.0	85192.1726309	57695.1815566	27496.991074299996	1.47659077123	1.16388496124	0.29117453304788204	0.023109639719022006	0.647069912132616	0.37662337662337664	0.3595537754140069	0.9997578333692853
A0A0R4J000_S29___1	cosine	24.0	15.0	9.0	25925.9013334159	3726.879436652665	45.0	3.0	36099.3887742	21127.5681477	14971.820626499999	1.70863908813	1.23007531436	0.33597061505524844	0.010722413737643984	0.30022758465403154	0.21878121878121878	0.2064904856538282	0.9997578333692853
A0A0R4J008_S422___1	cosine	24.0	18.0	3.0	16637.466964764993	2105.103994974705	42.0	3.0	21481.9159202	12466.4209309	9015.4949893	1.7231823022200001	1.13919931919	0.3882503188540069	0.003930673389220724	0.11005885489818028	0.11005885489818028	0.09580680644001206	0.9183846175242829
A0A0R4J008_S394___1	cosine	24.0	21.0	0.0	415679.0269882344	26737.558673419237	12.0	51.0	445936.127655	323531.459927	122404.667728	1.3783393051	1.0681256643	0.3808550746853591	0.004562440916140081	0.12774834565192228	0.1258741258741259	0.10755624320925097	0.946928508741245
A0A0R4J034_S736___1	cosine	24.0	21.0	18.0	18722.663244383377	1970.5517014818122	57.0	66.0	23953.2835513	15593.8208099	8359.46274139	1.5360753367200002	1.04940359628	0.2633440536251203	0.035705310013554814	0.9997486803795346	0.4805194805194805	0.47998376924402564	0.9997578333692853
A0A0R4J065_S383___1	cosine	24.0	12.0	6.0	13307.67930460011	1231.755854169633	51.0	27.0	15495.206918	11050.0060505	4445.20086748	1.40228040122	1.17146748591	0.11945621868631055	0.20673596440309705	5.788607003286718	0.9820179820179821	0.9810817004626381	0.9997578333692853
A0A0R4J227_S40___1	cosine	24.0	12.0	15.0	4443.406556466874	732.2159602133737	69.0	27.0	6551.62442777	3126.0328986	3425.59152917	2.09582708829	1.2383136485	0.1914913114169006	0.0949369229857276	2.6582338436003727	0.8091908091908092	0.8073062673512801	0.9997578333692853
A0A0R4J227_S483___1	cosine	24.0	6.0	21.0	39017.011020497644	1975.6652995874176	54.0	27.0	42685.243313	35157.432888	7527.81042505	1.21411718111	1.0487428225	0.3897237598944735	0.0038145915220834077	0.10680856261833542	0.10680856261833542	0.09359957582950505	0.9183846175242829
A0A0R4J0D3_S495___1	cosine	24.0	21.0	18.0	74109.61148391072	5625.670674973517	60.0	63.0	85418.8593464	61505.4817704	23913.377576	1.3888007521899999	1.08085597804	0.37620579089302897	0.005004611630800322	0.14012912566240898	0.13186813186813187	0.11553913317953234	0.946928508741245
A0A0R4J0D3_S496___1	cosine	24.0	21.0	18.0	41319.10054612808	3223.943587622413	69.0	57.0	47236.0439981	34860.2704008	12375.7735973	1.35501083196	1.13732506741	0.12038585308576928	0.20492337091312107	5.73785438556739	0.981018981018981	0.9802064283756918	0.9997578333692853
A0A0R4J0H8_S208___1	cosine	24.0	0.0	18.0	213516.19443920135	11727.34790903342	9.0	63.0	231943.36556399998	190480.504071	41462.861493000004	1.21767509329	1.0851036075799998	0.3100158702662392	0.016903200710028324	0.4732896198807931	0.2947052947052947	0.28840155680273044	0.9997578333692853
A0A0R4J0J8_S559___1	cosine	24.0	18.0	15.0	121709.74039360436	13532.893938878453	54.0	63.0	156008.502188	95673.0690268	60335.43316080001	1.6306417654899998	1.14978869423	0.36420896485175214	0.006326666384439039	0.17714665876429309	0.15484515484515485	0.13840655675284103	0.9994775974554237
A0A0R4J0J8_S402___1	cosine	24.0	15.0	0.0	15259.941091011518	1476.7186147067996	63.0	51.0	18355.7210868	12379.2121116	5976.50897513	1.4827858931	1.17889420295	0.33648360967347263	0.010623344634627566	0.29745364976957184	0.2177822177822178	0.20506262451164053	0.9997578333692853
A0A0R4J0J8_S71___1	cosine	24.0	0.0	3.0	89743.51813859785	6063.562765639019	9.0	54.0	105235.88625	79887.10168310002	25348.7845666	1.31730760076	1.0825731071100002	0.24125756564895975	0.04930266217726652	1.3804745409634624	0.5714285714285714	0.5714285714285714	0.9997578333692853
A0A0R4J0P6_S556___1	cosine	24.0	6.0	21.0	39861.63155637548	2776.914644539348	57.0	9.0	45237.618658800006	33269.514241799996	11968.104417	1.35973186533	1.1124023893500001	0.2783741142103382	0.0283411053804827	0.7935509506535156	0.4155844155844156	0.4129716219046653	0.9997578333692853
A0A0R4J0S1_S368___1	cosine	24.0	21.0	15.0	103702.1728349552	19533.156476443346	54.0	21.0	139583.905125	75571.2209265	64012.684198099996	1.8470510786200003	1.35159004197	0.07106392289367132	0.3133046920536394	8.772531377501904	1.0	0.9994066059711102	0.9997578333692853
A0A0R4J0S1_S121___1	cosine	24.0	6.0	3.0	116200.49234662547	12934.633634021131	63.0	0.0	146424.16920499998	93947.1313715	52477.0378339	1.55858052362	1.17185556851	0.20414101708758134	0.08112374916958642	2.27146497674842	0.7512487512487512	0.7512487512487512	0.9997578333692853
A0A0R4J0S1_S207___1	cosine	24.0	18.0	15.0	88252.60106580227	9902.18740894096	63.0	6.0	107370.105742	72771.4825157	34598.6232268	1.4754420554700003	1.2145526610100001	0.2140197009953595	0.07143562183788349	2.000197411460737	0.6993006993006993	0.6993006993006993	0.9997578333692853
A0A0R4J0U2_S159___1	cosine	24.0	12.0	6.0	16418.802183850556	1617.24464420375	63.0	30.0	20278.285428799998	13456.9186967	6821.36673205	1.5069040607100002	1.14029510809	0.2687764920441988	0.03288060196554171	0.920656855035168	0.44955044955044954	0.44955044955044954	0.9997578333692853
A0A0R4J0V4_S108___1	cosine	24.0	9.0	6.0	36963.559932360105	5818.460758757551	42.0	6.0	46447.1135025	25964.397654700002	20482.7158478	1.7888769891900003	1.29640999671	0.17511488498720915	0.11529525052334587	3.2282670146536847	0.8641358641358642	0.8641358641358642	0.9997578333692853
A0A0R4J0X8_S71___1	cosine	24.0	18.0	15.0	129117.92199344734	6419.097261108583	66.0	15.0	138386.15215	118519.599798	19866.5523517	1.1676225062	1.11219155372	0.3116427225020147	0.016441424648024998	0.4603598901447	0.2937062937062937	0.28270953102183616	0.9997578333692853
A0A0R4J0X8_S560___1	cosine	24.0	21.0	0.0	48322.499776901954	5186.340277870174	21.0	0.0	60362.6817965	37856.2257767	22506.4560197	1.5945245612299999	1.1200858114799999	0.3438788538421204	0.009281315096840078	0.2598768227115222	0.1968031968031968	0.18528573789285097	0.9997578333692853
A0A0R4J0X8_S340___1	cosine	24.0	12.0	6.0	92331.61337843658	16871.459079480588	63.0	0.0	154915.03890699998	66314.96878309999	88600.0701237	2.33604933772	1.25188973822	0.3583686560589317	0.007075698844899728	0.1981195676571924	0.16583416583416583	0.1507886744966694	0.9994775974554237
A0A0R4J1K4_S225___1	cosine	24.0	12.0	9.0	3656.1150742344544	540.0847572968446	48.0	0.0	4675.31168467	2699.17294706	1976.13873762	1.73212749845	1.2344575123700001	0.15334846519160655	0.14689908245619482	4.113174308773455	0.9340659340659341	0.9274843103464763	0.9997578333692853
A0A0R4J1K4_S98___1	cosine	24.0	3.0	0.0	6725.865931629385	775.8343481187683	3.0	6.0	8137.26355579	5217.03887074	2920.22468505	1.5597475421200002	1.22869287235	0.24125756564895975	0.04930266217726652	1.3804745409634624	0.5714285714285714	0.5714285714285714	0.9997578333692853
A0A0R4J104_S227___1	cosine	24.0	21.0	6.0	33073.43051357641	2367.354978668462	3.0	30.0	38607.4725139	29079.603931499998	9527.86858234	1.32764781132	1.0884255871100001	0.3526072113330951	0.00789022129915346	0.22092619637629687	0.1798201798201798	0.1638470628624341	0.9997578333692853
A0A0R4J104_S401___1	cosine	24.0	21.0	18.0	57329.622286263846	4967.098069467594	3.0	39.0	68955.9567563	44541.9553282	24414.0014281	1.54811247616	1.1017257148200001	0.28591640107870203	0.025150935058516143	0.704226181638452	0.3876123876123876	0.38103777514159637	0.9997578333692853
A0A0R4J170_S1422___1	cosine	24.0	3.0	18.0	40570.18601948005	3317.9554340727086	0.0	57.0	47308.2966646	34398.2101486	12910.0865161	1.37531274041	1.1111987456	0.1885787263005176	0.09834961988888624	2.7537893568888148	0.8231768231768232	0.8185720007540791	0.9997578333692853
Q9QXS6_S142___1	cosine	24.0	0.0	15.0	27705.962295522968	3195.425585401543	51.0	9.0	35804.3423171	22796.7492555	13007.5930616	1.5705898203200002	1.14134136544	0.2773216563242906	0.02881195020498228	0.8067346057395038	0.4165834165834166	0.4165834165834166	0.9997578333692853
Q9QXS6_S385___1	cosine	24.0	21.0	3.0	25986.881290541383	2594.06138705478	69.0	6.0	31515.698256400003	22597.554331400002	8918.14392493	1.39465084558	1.19047145384	0.2583465585551994	0.03847661585264555	1.0773452438740754	0.4965034965034965	0.4965034965034965	0.9997578333692853
A0A0R4J1F2_S52___1	cosine	24.0	3.0	0.0	43208.93157609358	5876.0515321898865	30.0	15.0	55606.84016189999	31124.1513282	24482.688833700002	1.78661386058	1.18676157566	0.2264109462244084	0.06056922852249681	1.6959383986299106	0.6463536463536463	0.6463536463536463	0.9997578333692853
Q6NZM9_S245___1	cosine	24.0	15.0	9.0	118362.64170583615	7425.707276913556	63.0	69.0	140119.53285699998	102177.81494299999	37941.7179138	1.3713302925400002	1.06418374825	0.2239804100368323	0.06259195697574524	1.7525747953208666	0.6563436563436563	0.6563436563436563	0.9997578333692853
Q80T06_S133___1	cosine	24.0	3.0	6.0	259332.17114783745	18794.4654408129	0.0	30.0	306298.013008	228822.36962399998	77475.64338430001	1.33858421933	1.07256198452	0.26352749478578685	0.03560678181850737	0.9969898909182064	0.4775224775224775	0.4775224775224775	0.9997578333692853
Q80T06_S162___1	cosine	24.0	21.0	12.0	1426437.1764186497	114600.56984349227	15.0	57.0	1614196.51904	1134932.8803100002	479263.638736	1.4222836848299998	1.08007477015	0.2645352517891883	0.03506947273840929	0.98194523667546	0.47052947052947053	0.47052947052947053	0.9997578333692853
A0A0R4J1W7_S588___1	cosine	24.0	0.0	12.0	24469.838420603075	1511.4580386212524	21.0	66.0	28407.284615700002	21273.4809001	7133.80371567	1.33533786733	1.08020023841	0.33215986099954203	0.01148385287700956	0.3215478805562677	0.22877122877122877	0.2173271026450668	0.9997578333692853
A0A0R4J250_S74___1	cosine	24.0	21.0	18.0	7112.5354701961405	1428.8864695982709	69.0	9.0	11761.222248	4062.56138475	7698.66086324	2.8950263477	1.211230013	0.29344051689656264	0.02227396573589996	0.6236710406051988	0.3626373626373626	0.35050447401453305	0.9997578333692853
A0A0X1KG62_S608___1	cosine	24.0	3.0	0.0	18819.50834422045	1648.6070687672116	27.0	42.0	21744.388813900005	15819.385917299998	5925.00289659	1.37454063815	1.15444061609	0.15960115881392725	0.1372777177333498	3.8437760965337935	0.9200799200799201	0.9121474821944698	0.9997578333692853
Q8CAF4_S1218___1	cosine	24.0	9.0	18.0	9988.813580920149	1126.2551108192542	45.0	51.0	12071.055574700002	8156.2987382	3914.7568365	1.47996731878	1.21367321458	0.10021468111572177	0.2463341008151944	6.897354822825442	0.99000999000999	0.99000999000999	0.9997578333692853
A0A140LJ04_S2436___1	cosine	24.0	15.0	18.0	15529.092576351934	1506.359595672097	63.0	60.0	18952.642032900003	12376.849182799999	6575.79285007	1.53129780875	1.0940150167899998	0.3116427225020147	0.016441424648024998	0.4603598901447	0.2937062937062937	0.28270953102183616	0.9997578333692853
A0A140LJ04_S1515___1	cosine	24.0	9.0	6.0	6027.334187269091	1080.5150107012848	69.0	27.0	9099.73102468	4200.24198233	4899.48904235	2.1664778036500003	1.1430486703899998	0.16021149052021266	0.13636216882002333	3.818140726960653	0.9170829170829171	0.9105547077755926	0.9997578333692853
