"Uniprot_ID","Protein_names","Gene_names","pVal","phase","peak.shape","period","X1.KO1","X2.KO1","X3.KO1","X4.KO1","X5.KO1","X6.KO1","X7.KO1","X8.KO1","X9.KO2","X10.KO2","X11.KO2","missing_data","X13.KO2","X14.KO2","X15.KO2","X16.KO2","X17.KO3","X18.KO3","X19.KO3","X20.KO3","X21.KO3","X22.KO3","X23.KO3","X24.KO3"
"A0A0R4IZW8","","",1.69422933441686e-05,15,15,24,856025.826813204,851552.164347904,886344.213900556,883673.335085445,904952.671732422,922624.127207896,861888.881676982,872647.521076398,864645.198823408,852738.389212908,906326.400103225,902785.45683962,899406.217003747,893989.646182358,881679.172868255,863727.280930277,863015.410216657,870812.950862873,895265.654928987,895742.082932505,902237.261916242,909066.632751361,880414.122508405,874078.76540685
"A0A0R4IZX2","Na(+)/H(+) exchange regulatory cofactor NHE-RF2;Na(+)/H(+) exchange regulatory cofactor NHE-RF","Slc9a3r2",0.0322663436536382,6,9,24,141422.679837673,135067.548712388,133365.882563702,127096.498781841,124549.031461916,137517.857657907,131956.829266799,139611.466735343,132161.687278407,141991.187415242,129757.07664697,130493.584520131,131196.458460531,135439.486241762,127442.616118741,137760.60579882,133153.055164555,138388.970663899,137708.170248417,143624.275959107,129735.315167806,129899.16448945,134841.35639894,127309.579296574
"A0A0R4IZY0","Thimet oligopeptidase","Thop1",0.0395193577244042,18,6,24,1574212.33913296,1596205.96952593,1638997.99961171,1616343.47645211,1629209.82871405,1637417.4312212,1513981.32860362,1559455.52994813,1531632.90478698,1519535.40409625,1596635.75245741,1574205.73787693,1552800.02952554,1588744.63297618,1492993.5910042,1494275.9936544,1485267.30912246,1494808.17508693,1505979.00638711,1564849.22175446,1532662.82229019,1619582.2657323,1506991.25219846,1507674.99255045
"A0A0R4J004","Major facilitator superfamily domain-containing protein 3","Mfsd3",0.00617083370344131,21,12,24,20265.6111751319,19193.7541639134,16260.3138345602,17962.0211834877,18493.762660967,17545.2794161145,23411.0140482102,19458.5291323691,18171.2550040562,22362.0106450137,17759.9294936614,18650.4527817565,19500.3087511628,19279.8060399498,23140.4304627626,19900.7350256539,19275.8295377574,20076.9032053893,18890.7073602872,19765.2733282127,19873.9030814434,18108.3022595959,20420.6134424909,21548.2836118568
"A0A0R4J005","","Lims1",0.00477402062768915,18,6,24,1034540.72065776,1053965.10195995,1080891.09430221,1038541.02693271,1070203.00284578,1084509.47851011,1040221.1603931,1040246.94961041,1056359.1663598,1053592.27932287,1068881.02218442,1071705.4989659,1074400.99102689,1101124.97472971,1047133.49074801,1058969.91541211,1065239.31824305,1060203.15043159,1053243.95872282,1074511.19240933,1050671.54403847,1095970.55794866,1062663.07610232,1018261.94648186
"A0A0R4J008","Histone deacetylase 2","Hdac2",0.00557121473684637,6,18,24,310098.257205158,310826.30150025,309118.143770301,308322.673205881,300360.313538204,305030.744259519,294201.058297218,299044.08760912,295467.387436339,291017.861440296,294695.06463307,298608.079970362,302342.400551568,291520.41339236,277635.326103966,276696.559607649,311499.839097728,362853.834070327,324815.023814422,293757.702321266,294747.243502181,278875.624146922,290881.584578749,289834.982820099
"A0A0R4J017","Teashirt homolog 3","Tshz3",0.0427785880906672,21,12,24,86927.5780010061,83013.3069517915,84373.4613371451,84770.4074479929,83904.8345196753,86915.189116045,89404.6721647177,92249.5067489107,86922.4550164944,86025.4309896236,81949.8482720558,81578.3165413456,81223.7514632742,79609.1868469442,83508.7680619093,86382.6543002248,88798.7233528162,80858.8427775287,79964.7544976154,84896.1192074612,88434.6027598305,97802.073067214,91255.5697659605,84171.7234288789
"A0A0R4J023","Methylglutaconyl-CoA hydratase, mitochondrial","Auh",0.00109895510017862,15,12,24,220473.074104371,221793.691258988,242977.608151609,255836.343905988,246645.22589108,228526.895155076,231769.42897626,234498.335934654,233592.928323722,228221.63246037,242973.999363172,246822.110823983,250494.491478853,246897.80342347,249446.993434245,237550.783615413,239145.710017399,242637.9518126,260207.658809945,248388.371722572,272892.583208131,250040.746648963,245809.16009425,249282.321660114
"Q3UDS7","ADP-dependent glucokinase","Adpgk",4.24700498360655e-05,21,12,24,177138.713801639,173626.934580796,159735.785677119,170355.081146015,167906.615319951,162456.341159519,183176.21602378,176335.290971924,182011.139370647,175992.049194781,173421.147345492,174047.152987789,174644.570976854,172029.854737238,188489.137138822,185206.581305533,177163.572524816,170770.898109298,165999.516584842,170186.041444557,178872.40884377,175563.991244409,181893.502997373,179593.414904834
"A0A0R4J078","UBX domain-containing protein 4","Ubxn4",0.00462480783607239,21,18,24,298662.625262139,295370.02154595,261508.146104052,269386.8738358,271755.282816413,274360.600242606,296252.313758458,292422.847989893,291891.55733007,294176.697167488,284412.879534702,283510.758934649,282649.835265017,268339.572637097,300509.826373107,290158.902366051,290962.382635538,277956.045132322,272425.481862803,273564.567172194,282986.318587584,302693.014595942,293429.195626483,294077.699432691
"A0A0R4J079","Golgi resident protein GCP60","Acbd3",0.0148127038510387,9,18,24,707152.51040756,701955.889276346,731119.630660954,720649.893857076,724450.146863221,726200.397048309,700380.427421934,706973.407558586,700360.425657846,740712.391134869,733074.990064919,723846.763123057,715039.959462308,728453.573895958,712535.673577741,700658.420243675,695109.02394953,714806.476405315,691025.348132232,716744.74411344,703978.317307654,714092.126527288,689657.657633906,685209.341131674
"A0A0R4J090","Antigen-presenting glycoprotein CD1d1;Antigen-presenting glycoprotein CD1d2","Cd1d1;Cd1d2",0.0026447923761572,24,9,24,60893.2993241674,65853.4300925685,58107.9735554643,62121.3991000507,58626.5547680046,65219.6248321056,69832.0626562606,69204.8541335238,63974.8797572425,77430.8477617563,62967.5923807475,64445.9551989541,65856.8059681562,68072.5263418778,72480.2691300845,77503.4999325666,71434.5886763669,69415.1540580695,65577.453943277,72050.6179545134,67609.6871017731,72973.024768739,71562.3309534087,74270.2786637902
"A0A0R4J227","Serine/threonine-protein kinase MARK2","Mark2",0.000403018497393647,6,6,24,113220.938291497,109710.868038959,106237.076408536,100408.824486945,103068.489123122,101115.722629096,113031.818858458,109240.854567455,102203.333443644,114260.078697313,95022.7697789465,98355.6960111114,101536.418280661,98627.4491924194,105627.521885102,111895.863955777,109673.676440668,110039.459031267,102552.726436711,104860.555508242,101259.984252541,101694.889859354,108423.32867649,105382.489952664
"A0A0R4J0D1","Store-operated calcium entry-associated regulatory factor","Saraf",0.0079080364182838,21,18,24,54740.2217347957,53101.480868274,48567.4764594647,47764.5690816287,47888.6165145212,41511.9590851575,55055.4729194047,53962.9530447963,53493.0519451346,61546.2975107577,53035.4912582154,53653.5891056472,54243.460423264,53977.4492951406,58000.1544473843,60192.1880617976,55873.194445449,54850.9795841245,51760.4526050176,52633.1692229359,51432.7169121711,51767.253801477,55128.6259826375,53161.1043368177
"A0A0R4J0D3","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B","Stt3b",0.000190298917292629,24,9,24,174910.33136488,181084.507595109,154911.229991939,164944.748565239,157941.299620668,162386.079966764,195642.099644029,184165.650977399,184935.133642416,179464.974306661,158866.162921857,166082.591832931,172969.469772969,146556.27336788,201688.71380045,191034.324143731,189316.466473313,180746.806605882,160039.256965643,164595.14433299,175049.094784236,167391.98653638,181703.898851179,185390.479511362
"A0A0R4J0H8","Fibronectin type III domain-containing protein 3B","Fndc3b",0.0018882107139956,3,6,24,321699.909262346,327501.326036209,294914.115461399,311649.951926356,296242.526305528,307364.947014849,328642.366658528,317395.233625973,327753.805978587,339745.081829024,308351.588082858,308615.962786404,308868.264352206,293890.797564011,322844.201330165,333065.015356121,323775.928915259,314143.9875881,304473.82841761,300033.902463968,316367.083533498,305736.271573319,315736.438128017,317247.513706029
"A0A0R4J0J5","Integrator complex subunit 9","Ints9",0.00129719689501329,15,9,24,86008.0204292183,82249.3205072493,85143.3028190457,86528.5878002834,91068.3728021452,81309.1973865551,80542.4440066034,78130.910190172,82158.1037747813,82396.8113748392,85703.0594886346,89317.9606659507,92767.7809967898,87511.8789642232,81716.0065767149,79054.6078331511,79300.6061260342,80843.3440724385,78884.1387171291,80172.1510339886,80774.5979964523,82311.5110854002,76870.4425784463,78864.7724014918
"A0A0R4J0J6","THO complex subunit 5 homolog","Thoc5",0.0239116402882597,6,15,24,132937.998839309,139488.741062794,132412.579111635,130977.057661824,130126.896223479,132650.866996457,124362.844046309,126973.677737852,128573.802586786,135136.231748204,127841.558033709,127653.858824989,127474.731232127,125303.231507091,126961.349154166,131025.827811618,133618.984149744,130993.851939639,125929.070596859,141342.715177062,124827.668691978,135307.291466321,127351.225817401,130914.390705524
"A0A0R4J0K2","Cytoskeleton-associated protein 5","Ckap5",0.000588803038446116,3,15,24,1065140.2943488,1000177.07809463,952450.836069377,975915.986962683,946097.091184607,918142.522384757,1020222.09556434,974964.464978614,983851.716290666,990576.613763935,916841.23834207,922260.318864149,927431.927503643,895726.393467295,959772.706219589,952197.951367012,982136.755465371,1002168.60246896,923932.683852951,956857.43027128,937295.12944156,933325.829470924,966259.677834591,965103.13305452
"A0A0R4J0L5","Conserved oligomeric Golgi complex subunit 6","Cog6",0.017556686988009,21,12,24,202676.647434474,213156.251393643,196567.984298921,189390.984136535,196136.798159438,202581.514955348,220242.477880312,201806.733984104,207192.805705679,208607.748240883,202124.361197507,206283.387150914,210252.483838975,198482.434130979,212419.51122188,210324.230869673,210447.840689626,205986.175435533,201775.808949894,206457.994803121,215348.095040024,203890.284365538,210487.809669724,208792.65566952
"A0A0R4J0U2","Serine/threonine-protein phosphatase 4 regulatory subunit 2","Ppp4r2",0.0068489271824314,9,15,24,173420.050533349,182935.110618793,179461.172442491,180840.921220693,173976.753365479,179487.209090145,176485.805267821,171194.681213698,169965.306900744,174791.811337741,175208.338114836,174865.633098462,174538.578311906,169350.253484779,165955.580429054,166019.716998098,167749.38336342,174377.227365021,176208.117651027,173567.24919966,162370.83178206,167546.360115473,174127.051191054,165585.898928848
"A0A0R4J0X8","Rho guanine nucleotide exchange factor 7","Arhgef7",0.0342727407647809,18,6,24,560468.668389791,571824.085891459,565273.032423691,572506.449967228,567481.291570024,577271.209771778,551929.915417341,572443.528411463,573080.696398607,577835.651248168,584276.518063631,584438.523595533,584593.130858705,600537.732490603,572583.327337102,568799.649859779,575975.052899836,566832.69214682,584786.458206785,590975.782548282,590180.849243939,598156.857970235,563554.363163966,572909.141529183
"A0A0R4J1K4","Anion exchange protein;Anion exchange protein 2","Slc4a2",0.00141620715132298,21,12,24,84555.4305248024,83078.1215894252,79948.4017720191,80555.3636323575,86059.466637747,81035.9266853093,91997.7658839262,88730.1224128887,86791.5654295019,87910.6849067484,86724.9454182581,87944.7954887065,89108.9389513316,87883.0325455789,91131.817538465,86040.268254769,88860.456518286,87204.2806846648,81804.9680909165,87452.8996786858,89817.0633713926,84162.9009236823,89598.9710353266,88607.1829149263
"Q6IR38","Roundabout homolog 4","Robo4",3.55229296663721e-05,15,15,24,242797.782865539,205361.920089641,252275.294656206,269630.117301155,297169.762059816,285754.614642494,243575.969373225,268069.48955449,246628.879245848,199012.366814324,256680.968185972,262697.727803159,268439.72146633,243954.532412317,263074.529667212,245707.898293735,262271.822229214,216240.578713767,235240.628873839,278490.582463524,267030.776390119,324655.472523605,281556.334070936,262008.150705203
"A0A0R4J1F2","Presenilin;Presenilin-2;Presenilin-2 NTF subunit;Presenilin-2 CTF subunit","Psen2",1.45952842282146e-05,24,9,24,10970.1244601315,11205.0122640545,9087.21628153164,11190.5887354364,9902.6905464071,11638.0062677731,10960.8852179093,12033.3190040715,10567.5935560115,10050.147626763,8942.46768442567,10970.5658244295,12906.0472810808,10106.904659113,11214.6434823848,13033.9007664929,10718.6271467253,10204.1446969078,9776.88539809825,9795.97051436858,10107.1852495333,9850.6876080712,12177.0461100468,13386.129068546
"A0A0R4J1G5","Erlin-1","Erlin1",0.0474140661370711,21,18,24,129242.660437466,131193.3441811,113663.071944006,123672.628871038,112357.09462048,109634.432963366,141736.651839866,130771.324354245,135367.060981906,137816.8254108,116578.48751599,125484.271171452,133983.356487936,110477.827400675,135496.608786043,131662.159400812,140808.036945147,146900.088351705,131114.140705352,135841.681168354,115198.138174717,139310.878509664,148148.123372998,134937.478949361
"A0A0R4J1Z3","Transmembrane protein 33","Tmem33",0.0230502533772727,3,6,24,283206.011004285,278530.470960944,238178.896023385,264535.40608956,244313.780052958,234763.282458627,289783.246519274,276295.396353256,246776.063414946,267081.800184742,229108.152468652,235856.12768363,242295.944692932,217068.70841298,255730.331630003,259828.877275333,276327.229019246,248116.406197111,247958.28391746,236653.476190602,270150.22937223,252797.008071654,266197.101505901,261729.205101585
"A0A0R4J243","Sin3 histone deacetylase corepressor complex component SDS3","Suds3",0.0061963309770697,12,12,24,52091.1747888104,48502.8514548028,53817.155687425,53175.2308417579,52922.1835354304,50103.828590432,49718.5822919657,47663.8928049365,51636.6436766905,52526.8964561783,55201.2672851532,53762.4202983768,52389.2808003745,53346.5152275697,52698.7769460035,50073.3222858359,48722.5991632701,50461.3339740639,46524.1860426616,50999.772359276,53001.2272214925,52695.6137540733,50969.1297959717,47884.3270655576
"A0A0R4J245","Protein CTLA-2-beta","Ctla2b",0.0394879997215206,6,15,24,21625.2620966546,23819.4002518427,21283.7580506146,22887.7072867516,21764.79529581,24161.3155849327,21132.8955273798,22757.8995782901,25120.0911130412,27479.9314221527,26655.6482727668,25733.5479455319,24853.5569582457,26796.4521307409,22508.6061251886,24280.1543253845,26293.3285393908,28066.0185153443,24002.8720350873,26697.0662994362,19302.9465647023,13538.4527431691,18952.9751401039,27155.4948249521
"Q91VJ9","1-acyl-sn-glycerol-3-phosphate acyltransferase;1-acyl-sn-glycerol-3-phosphate acyltransferase alpha","Agpat1",0.00220687653656123,24,12,24,49696.1891655642,50423.9075026554,45129.527452056,47484.6478974451,46609.8514215658,47596.8277717758,57208.8565708074,54796.4457416819,50914.9904782097,53910.5100257567,48301.3214458913,49662.7389915133,50961.9850005383,45166.708738184,55352.3819122414,61514.8972546854,57485.7893451806,53424.2208860172,53780.0047379594,50075.3028187009,56688.0517584588,56342.1017462866,57016.6248926868,59059.8117246727
"A0A0R4J2A1","Signal peptidase complex subunit 1","Spcs1",0.000389121307828349,24,18,24,97496.7490309823,95613.6645422751,82527.3722659518,92824.2683532182,84353.00203848,76132.5474992605,104329.213147021,96491.1802448184,104093.607729964,100980.406341603,85129.7638465671,87853.4716888519,90452.796602225,85268.6247854867,98952.76432829,104973.899743337,102029.846459667,102941.131851598,90596.3840101353,94558.296507627,92227.5666395856,87820.4667709154,98155.2725010042,98892.5968767492
"A0A0U1RPV5","Probable fibrosin-1","Fbrs",0.023027687578965,3,18,24,13991.8851708922,14121.5395125907,13642.0601551655,13188.7921146865,12747.0556834073,13625.3327307566,12385.2415377629,14178.1311161735,13963.7368576984,12634.45591869,13826.3100415315,13521.0003813444,13229.6332259919,13344.7587879967,11867.1021954963,12567.0611151943,16145.7209928782,17861.4727592431,17682.7809745484,14853.9879333871,12683.4518459967,12728.7902594644,13680.5351791388,10751.3800881138
"A0A140LHA2","Mitotic checkpoint protein BUB3","Bub3",0.0070044198824195,9,12,24,531895.957207297,532610.99758246,539741.404035683,536006.505332806,539367.854531037,533562.093544492,500347.585901289,508978.136853427,499324.946792539,502140.082006198,517755.305789878,508898.708516196,500446.5633985,492846.58243491,494877.226631267,502419.444490747,508821.652970114,573604.518712714,515996.664783711,517923.042025379,487429.596848054,488835.690205411,486868.569351481,479454.817893692
"A2VCS1","39S ribosomal protein L48, mitochondrial","Mrpl48",0.0139869631515927,6,12,24,50313.8868046433,46730.6413915263,48888.124771484,43163.7942998234,48492.1087133471,42069.1747019156,50627.5987741866,43931.6160479911,48449.1012785061,51359.179532741,45734.8023817559,47247.1330709137,48690.4005082499,43778.9729570044,46053.8082046827,46511.2951624638,44982.9052928719,46197.5226796025,46089.8379332014,44722.5741513248,43464.1363635188,42259.3670297247,44436.0825160674,44136.4589160398
"A0A140LI54","Neuropathy target esterase","Pnpla6",0.0136664698685461,6,6,24,80152.9997366855,81702.3155621889,63093.4163166747,71876.4833330225,68848.5720609682,69483.1248291332,83050.2385265554,79523.9615836215,76382.1700695052,89246.8459328356,69095.686119375,71960.6745719219,74694.8282669763,85385.0657195361,76751.2257471408,94612.670789508,83311.9799129196,84075.5293990336,80914.5750667716,77756.2638163496,77133.5672884012,75171.6885808735,80246.4287665238,80310.6391507505
"A0A140T8S5","Chromosome alignment-maintaining phosphoprotein 1","Champ1",0.0253608306087602,9,15,24,104088.291150407,102320.084313393,104362.769173752,102125.87142236,108981.623103351,100045.096390676,102806.92913715,92267.9097540395,101198.502212851,106110.010561871,106873.830671805,102372.733928343,98077.1877169805,98009.6828703712,99692.3654597662,95158.6599276959,99892.4533835576,93687.2967366625,98702.3848012295,99435.4284274497,102573.449027335,102463.535686459,97379.4211394812,95297.9559414381
"Q3TX38","Voltage-dependent anion-selective channel protein 3","Vdac3",0.0119286665825427,24,9,24,807491.861204679,767346.793250241,698568.237261891,703060.201852787,693289.981782729,667940.95706037,892249.638084182,762439.899542448,867303.424885545,914583.108361992,779102.517507978,806988.669561122,833601.351231505,737326.317860671,894748.704249072,921853.629642451,874409.616563512,809311.790855391,763038.735063807,781448.855757288,831000.472289433,888030.474663661,884080.285043593,895558.001102916
"Q7JCZ0","ATP synthase protein 8","mt-Atp8;ATP8;Mtatp8",0.0185099998694628,24,9,24,66000.390663071,67169.8944271698,54137.2591635103,68556.7314103257,59690.1351464299,58992.787050008,72909.1696167819,70888.5423803198,69685.2778305478,79010.8506412981,62579.7659674237,62778.645974732,62968.443775268,72129.5035971718,67436.858412306,77870.3539551971,83832.6296059057,73790.0322822017,70022.1581420324,70437.9280827255,69224.9634066532,77069.8897420612,79897.2711599789,82001.2478054518
"A0A1B0GR11","Transaldolase","Taldo1",0.00699348157579636,15,6,24,1126337.67371746,1089498.46125586,1144965.29806763,1075226.13661457,1140316.18429928,1111142.26186536,1072087.62737363,1071600.32405941,1079454.63093889,1085774.03517884,1112273.85487949,1100414.03412463,1089095.81302998,1157909.86470504,1060822.05507304,1077842.22789256,1065877.43402105,1107654.44122555,1090416.14287926,1114092.28129906,1087659.07685675,1124313.29130348,1063814.87616229,1065665.01825276
"A0A1B0GS44","Transmembrane protein 192","Tmem192",0.0142351516118992,21,12,24,27429.1489182255,29602.8304586852,25541.3032798554,25052.3578258427,28586.8950194704,30610.2385804538,32854.3898385227,31182.3180196687,28436.7595770732,32950.1221193453,26448.8450265951,28148.8002953316,29771.1241044594,30236.7057999919,33364.04128046,32284.556459022,35777.4554194755,40425.5707268725,29096.7160492322,32665.4721297972,38712.8201620839,36212.3260711458,34006.1136518027,38612.9129453035
"A0A1B0GSU0","Aldehyde dehydrogenase family 16 member A1","Aldh16a1",0.00519765857683682,18,9,24,142162.127190252,140597.5790536,146266.72723466,141282.555071475,149647.195244008,147344.04266271,139291.786413634,142415.258906456,144333.713119303,146797.607990016,146925.390523336,148185.661026609,149388.379051608,156294.412582503,143663.022599919,149612.308132814,146187.810704055,147911.141942847,148281.577553274,156043.608424272,152017.250258458,161013.976740551,151529.871927731,155880.021687443
"J3QP99","FTS and Hook-interacting protein","Fam160a2",0.0313885611859746,21,9,24,20854.137910714,20803.2394758907,20706.7299970376,21937.1166602887,21906.1633573384,21920.3654314986,22975.3250246626,20951.1256721349,19872.5344633907,19066.0916026333,17356.9998269164,18530.5604761755,19650.5284057808,21385.3093979751,21675.7750131488,20545.4494471196,21499.6047802661,21368.2384628556,22220.4020592816,22756.563287623,22497.7420139828,22858.1027223171,22284.53141507,22282.3210541856
